Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 322_T0_trypsin,Area 322_T0_trypsin,#Peptides,#Unique,#Spec 322_T0_trypsin,PTM,Avg. Mass,Description
133,117,Thalassiosira_weissflogii_0171446648,53.60,3,3,2.4E5,2,2,2,Carbamidomethylation,62997,Thalassiosira_weissflogii_0171446648
133,118,Thalassiosira_weissflogii_0171415682,53.60,3,3,2.4E5,2,2,2,Carbamidomethylation,64409,Thalassiosira_weissflogii_0171415682
133,123,Thalassiosira_weissflogii_0201769678,53.60,2,2,2.4E5,2,2,2,Carbamidomethylation,80603,Thalassiosira_weissflogii_0201769678
133,124,Thalassiosira_weissflogii_0203474176,53.60,2,2,2.4E5,2,2,2,Carbamidomethylation,88647,Thalassiosira_weissflogii_0203474176
133,220,Thalassiosira_weissflogii_0203239290,53.60,11,11,2.4E5,2,2,2,Carbamidomethylation,16427,Thalassiosira_weissflogii_0203239290
133,229,Thalassiosira_weissflogii_0203537164,53.60,6,6,2.4E5,2,2,2,Carbamidomethylation,28197,Thalassiosira_weissflogii_0203537164
133,228,Thalassiosira_weissflogii_0201782250,53.60,7,7,2.4E5,2,2,2,Carbamidomethylation,26990,Thalassiosira_weissflogii_0201782250
128,61,Thalassiosira_weissflogii_0203389878,53.44,4,4,1.49E5,2,2,2,,46783,Thalassiosira_weissflogii_0203389878
149,244,Thalassiosira_weissflogii_0201777954,52.96,5,5,1.92E5,2,2,3,,36048,Thalassiosira_weissflogii_0201777954
141,589,Thalassiosira_weissflogii_0171357220,52.30,6,6,6.88E5,2,2,3,,17182,Thalassiosira_weissflogii_0171357220
119,205,Thalassiosira_weissflogii_0203323600,51.25,2,2,2.82E4,1,1,1,,62910,Thalassiosira_weissflogii_0203323600
119,206,Thalassiosira_weissflogii_0203107868,51.25,2,2,2.82E4,1,1,1,,64828,Thalassiosira_weissflogii_0203107868
119,207,Thalassiosira_weissflogii_0203169094,51.25,2,2,2.82E4,1,1,1,,67934,Thalassiosira_weissflogii_0203169094
119,209,tr|A0A089VP72|A0A089VP72_THAWE,51.25,2,2,2.82E4,1,1,1,,69843,ATP-dependent zinc metalloprotease FtsH OS=Thalassiosira weissflogii OX=1577725 GN=ftsH PE=3 SV=1
107,212,Thalassiosira_weissflogii_0203627594,51.23,3,3,8.84E4,2,1,2,Oxidation (M),53619,Thalassiosira_weissflogii_0203627594
107,213,Thalassiosira_weissflogii_0203261572,51.23,3,3,8.84E4,2,1,2,Oxidation (M),53659,Thalassiosira_weissflogii_0203261572
132,426,Thalassiosira_weissflogii_0203122474,50.07,2,2,1.76E4,2,1,2,,114920,Thalassiosira_weissflogii_0203122474
103,427,Thalassiosira_weissflogii_0171368876,50.06,4,4,6.56E5,1,1,4,,39087,Thalassiosira_weissflogii_0171368876
166,392,Thalassiosira_weissflogii_0171385242,49.55,2,2,1.55E4,1,1,1,,74276,Thalassiosira_weissflogii_0171385242
166,393,Thalassiosira_weissflogii_0203599302,49.55,2,2,1.55E4,1,1,1,,74659,Thalassiosira_weissflogii_0203599302
166,394,Thalassiosira_weissflogii_0201770288,49.55,2,2,1.55E4,1,1,1,,74792,Thalassiosira_weissflogii_0201770288
140,181,Thalassiosira_weissflogii_0203505436,49.50,3,3,4.49E4,1,1,1,,38962,Thalassiosira_weissflogii_0203505436
160,285,Thalassiosira_weissflogii_0203520826,48.73,2,2,1.96E5,1,1,1,,35064,Thalassiosira_weissflogii_0203520826
160,284,Thalassiosira_weissflogii_0203366844,48.73,2,2,1.96E5,1,1,1,,55376,Thalassiosira_weissflogii_0203366844
164,521,Thalassiosira_weissflogii_0203542306,48.47,2,2,1.97E5,1,1,3,,49884,Thalassiosira_weissflogii_0203542306
164,522,Thalassiosira_weissflogii_0203383322,48.47,2,2,1.97E5,1,1,3,,49873,Thalassiosira_weissflogii_0203383322
138,443,Thalassiosira_weissflogii_0201769216,48.24,15,15,1.98E5,3,3,3,,16858,Thalassiosira_weissflogii_0201769216
137,537,Thalassiosira_weissflogii_0203323482,48.20,1,1,1.43E5,1,1,3,Carbamidomethylation,109686,Thalassiosira_weissflogii_0203323482
137,534,Thalassiosira_weissflogii_0201799728,48.20,1,1,1.43E5,1,1,3,Carbamidomethylation,110574,Thalassiosira_weissflogii_0201799728
137,535,Thalassiosira_weissflogii_0203263024,48.20,1,1,1.43E5,1,1,3,Carbamidomethylation,111902,Thalassiosira_weissflogii_0203263024
192,330,Thalassiosira_weissflogii_0203319126,48.07,3,3,1.21E5,1,1,2,,32488,Thalassiosira_weissflogii_0203319126
192,328,Thalassiosira_weissflogii_0201828998,48.07,3,3,1.21E5,1,1,2,,31962,Thalassiosira_weissflogii_0201828998
192,329,Thalassiosira_weissflogii_0203258534,48.07,3,3,1.21E5,1,1,2,,32139,Thalassiosira_weissflogii_0203258534
192,332,Thalassiosira_weissflogii_0203628274,48.07,3,3,1.21E5,1,1,2,,33235,Thalassiosira_weissflogii_0203628274
192,331,Thalassiosira_weissflogii_0171384392,48.07,3,3,1.21E5,1,1,2,,32813,Thalassiosira_weissflogii_0171384392
135,121,Thalassiosira_weissflogii_0201750252,48.01,3,3,9.92E4,1,1,1,,52199,Thalassiosira_weissflogii_0201750252
105,7429,Thalassiosira_weissflogii_0203431958,47.68,1,1,3.44E4,1,1,1,,113574,Thalassiosira_weissflogii_0203431958
176,333,Thalassiosira_weissflogii_0203381698,46.75,1,1,7.94E4,1,1,1,,84878,Thalassiosira_weissflogii_0203381698
176,334,Thalassiosira_weissflogii_0203445568,46.75,1,1,7.94E4,1,1,1,,87157,Thalassiosira_weissflogii_0203445568
176,335,Thalassiosira_weissflogii_0201799320,46.75,1,1,7.94E4,1,1,1,,104874,Thalassiosira_weissflogii_0201799320
176,336,Thalassiosira_weissflogii_0203321014,46.75,1,1,7.94E4,1,1,1,,107703,Thalassiosira_weissflogii_0203321014
176,337,Thalassiosira_weissflogii_0203475168,46.75,1,1,7.94E4,1,1,1,,110799,Thalassiosira_weissflogii_0203475168
176,338,Thalassiosira_weissflogii_0203506230,46.75,1,1,7.94E4,1,1,1,,117499,Thalassiosira_weissflogii_0203506230
136,407,Thalassiosira_weissflogii_0203319614,45.99,1,1,1.21E5,1,1,1,Carbamidomethylation,60628,Thalassiosira_weissflogii_0203319614
136,402,Thalassiosira_weissflogii_0171446626,45.99,1,1,1.21E5,1,1,1,Carbamidomethylation,69792,Thalassiosira_weissflogii_0171446626
136,429,Thalassiosira_weissflogii_0171415872,45.99,2,2,1.21E5,1,1,1,Carbamidomethylation,41346,Thalassiosira_weissflogii_0171415872
136,404,Thalassiosira_weissflogii_0203535754,45.99,1,1,1.21E5,1,1,1,Carbamidomethylation,83069,Thalassiosira_weissflogii_0203535754
136,430,Thalassiosira_weissflogii_0203474206,45.99,2,2,1.21E5,1,1,1,Carbamidomethylation,52200,Thalassiosira_weissflogii_0203474206
136,431,Thalassiosira_weissflogii_0203628786,45.99,1,1,1.21E5,1,1,1,Carbamidomethylation,58398,Thalassiosira_weissflogii_0203628786
156,746,Thalassiosira_weissflogii_0203396750,44.90,4,4,3.5E4,1,1,1,Carbamidomethylation,24633,Thalassiosira_weissflogii_0203396750
122,369,Thalassiosira_weissflogii_0201744918,44.84,4,4,1.97E5,1,1,1,,23734,Thalassiosira_weissflogii_0201744918
204,372,Thalassiosira_weissflogii_0203291990,44.61,6,6,1.56E5,1,1,2,,18335,Thalassiosira_weissflogii_0203291990
172,461,Thalassiosira_weissflogii_0201864688,43.05,3,3,9.65E3,1,1,1,,37010,Thalassiosira_weissflogii_0201864688
172,462,Thalassiosira_weissflogii_0203539640,43.05,2,2,9.65E3,1,1,1,,45015,Thalassiosira_weissflogii_0203539640
172,460,Thalassiosira_weissflogii_0203415430,43.05,2,2,9.65E3,1,1,1,,45966,Thalassiosira_weissflogii_0203415430
172,459,Thalassiosira_weissflogii_0171358472,43.05,2,2,9.65E3,1,1,1,,46566,Thalassiosira_weissflogii_0171358472
172,456,Thalassiosira_weissflogii_0203509184,43.05,3,3,9.65E3,1,1,1,,39437,Thalassiosira_weissflogii_0203509184
172,458,Thalassiosira_weissflogii_0171420470,43.05,4,4,9.65E3,1,1,1,,28334,Thalassiosira_weissflogii_0171420470
330,61637,Thalassiosira_weissflogii_0203319402,42.78,6,6,8.86E4,1,1,1,,15992,Thalassiosira_weissflogii_0203319402
330,61638,Thalassiosira_weissflogii_0203167270,42.78,5,5,8.86E4,1,1,1,,19694,Thalassiosira_weissflogii_0203167270
330,61639,Thalassiosira_weissflogii_0201768846,42.78,5,5,8.86E4,1,1,1,,20031,Thalassiosira_weissflogii_0201768846
330,61640,Thalassiosira_weissflogii_0203135544,42.78,5,5,8.86E4,1,1,1,,20367,Thalassiosira_weissflogii_0203135544
330,61641,Thalassiosira_weissflogii_0203535650,42.78,4,4,8.86E4,1,1,1,,21779,Thalassiosira_weissflogii_0203535650
330,61642,Thalassiosira_weissflogii_0203350274,42.78,4,4,8.86E4,1,1,1,,22949,Thalassiosira_weissflogii_0203350274
330,8176,Thalassiosira_weissflogii_0203482782,42.78,4,4,8.86E4,1,1,1,,25988,Thalassiosira_weissflogii_0203482782
154,255,Thalassiosira_weissflogii_0203082924,42.56,3,3,4.62E4,1,1,1,,28271,Thalassiosira_weissflogii_0203082924
684,39093,Thalassiosira_weissflogii_0203572994,42.35,5,5,3.74E4,1,1,1,Carbamidomethylation,24768,Thalassiosira_weissflogii_0203572994
684,39094,Thalassiosira_weissflogii_0201807848,42.35,4,4,3.74E4,1,1,1,Carbamidomethylation,29819,Thalassiosira_weissflogii_0201807848
193,413,Thalassiosira_weissflogii_0203412222,42.24,3,3,1.13E5,1,1,2,Oxidation (M),42375,Thalassiosira_weissflogii_0203412222
193,414,Thalassiosira_weissflogii_0203597848,42.24,3,3,1.13E5,1,1,2,Oxidation (M),43175,Thalassiosira_weissflogii_0203597848
193,415,Thalassiosira_weissflogii_0201768036,42.24,3,3,1.13E5,1,1,2,Oxidation (M),43712,Thalassiosira_weissflogii_0201768036
169,399,Thalassiosira_weissflogii_0203322276,41.69,1,1,7.33E4,1,1,1,,89046,Thalassiosira_weissflogii_0203322276
169,397,Thalassiosira_weissflogii_0203569292,41.69,1,1,7.33E4,1,1,1,,83049,Thalassiosira_weissflogii_0203569292
169,398,Thalassiosira_weissflogii_0171354124,41.69,1,1,7.33E4,1,1,1,,86083,Thalassiosira_weissflogii_0171354124
169,400,Thalassiosira_weissflogii_0203627780,41.69,1,1,7.33E4,1,1,1,,88187,Thalassiosira_weissflogii_0203627780
120,387,tr|A0A089X9C8|A0A089X9C8_THAWE,41.60,22,22,1.09E6,1,1,1,,4008,Photosystem II protein Y OS=Thalassiosira weissflogii OX=1577725 GN=psbY PE=3 SV=1
146,314,Thalassiosira_weissflogii_0171402288,41.30,1,1,6.79E4,1,1,1,,80690,Thalassiosira_weissflogii_0171402288
150,467,tr|A0A089X8Z4|A0A089X8Z4_THAWE,39.96,5,5,7.65E4,1,1,1,,17751,Cytochrome c-550 OS=Thalassiosira weissflogii OX=1577725 GN=psbV PE=3 SV=1
199,325,Thalassiosira_weissflogii_0203211260,39.70,2,2,2.88E5,1,1,1,,48610,Thalassiosira_weissflogii_0203211260
299,373,Thalassiosira_weissflogii_0171447174,39.47,5,5,8.39E4,2,2,2,,53956,Thalassiosira_weissflogii_0171447174
299,374,Thalassiosira_weissflogii_0203288878,39.47,4,4,8.39E4,2,2,2,,56312,Thalassiosira_weissflogii_0203288878
299,364,Thalassiosira_weissflogii_0201836018,39.47,4,4,8.39E4,2,2,2,,60265,Thalassiosira_weissflogii_0201836018
299,366,Thalassiosira_weissflogii_0203443106,39.47,4,4,8.39E4,2,2,2,,62824,Thalassiosira_weissflogii_0203443106
299,360,Thalassiosira_weissflogii_0203596466,39.47,4,4,8.39E4,2,2,2,,62636,Thalassiosira_weissflogii_0203596466
299,365,Thalassiosira_weissflogii_0203539084,39.47,4,4,8.39E4,2,2,2,,62824,Thalassiosira_weissflogii_0203539084
299,371,Thalassiosira_weissflogii_0203628010,39.47,4,4,8.39E4,2,2,2,,63645,Thalassiosira_weissflogii_0203628010
205,551,Thalassiosira_weissflogii_0171421126,37.44,4,4,1.17E6,1,1,3,Carbamidomethylation,35174,Thalassiosira_weissflogii_0171421126
205,552,Thalassiosira_weissflogii_0171353804,37.44,3,3,1.17E6,1,1,3,Carbamidomethylation,43699,Thalassiosira_weissflogii_0171353804
238,1127,Thalassiosira_weissflogii_0201848180,37.19,9,9,1.62E5,1,1,1,,11084,Thalassiosira_weissflogii_0201848180
174,412,Thalassiosira_weissflogii_0203123778,36.92,4,4,3.1E5,1,1,1,,20119,Thalassiosira_weissflogii_0203123778
283,59878,Thalassiosira_weissflogii_0203294156,35.89,3,3,1.04E5,1,1,1,,27420,Thalassiosira_weissflogii_0203294156
253,511,Thalassiosira_weissflogii_0203245572,33.58,3,3,1.68E5,1,1,2,Carbamidomethylation,39916,Thalassiosira_weissflogii_0203245572
177,61519,Thalassiosira_weissflogii_0201833216,32.62,2,2,5.87E6,1,1,3,Deamidation (NQ),54319,Thalassiosira_weissflogii_0201833216
177,60925,Thalassiosira_weissflogii_0203381644,32.62,1,1,5.87E6,1,1,3,Deamidation (NQ),85005,Thalassiosira_weissflogii_0203381644
177,60926,Thalassiosira_weissflogii_0171420436,32.62,1,1,5.87E6,1,1,3,Deamidation (NQ),87154,Thalassiosira_weissflogii_0171420436
177,60885,Thalassiosira_weissflogii_0203201226,32.62,1,1,5.87E6,1,1,3,Deamidation (NQ),89583,Thalassiosira_weissflogii_0203201226
177,934,Thalassiosira_weissflogii_0203416656,32.62,1,1,5.87E6,1,1,3,Deamidation (NQ),92861,Thalassiosira_weissflogii_0203416656
177,60886,Thalassiosira_weissflogii_0203474792,32.62,1,1,5.87E6,1,1,3,Deamidation (NQ),94500,Thalassiosira_weissflogii_0203474792
177,60318,Thalassiosira_weissflogii_0203506066,32.62,1,1,5.87E6,1,1,3,Deamidation (NQ),109948,Thalassiosira_weissflogii_0203506066
177,60319,Thalassiosira_weissflogii_0203601346,32.62,1,1,5.87E6,1,1,3,Deamidation (NQ),111427,Thalassiosira_weissflogii_0203601346
271,347,Thalassiosira_weissflogii_0201744384,31.82,1,1,1.46E5,1,1,2,Carbamidomethylation,71824,Thalassiosira_weissflogii_0201744384
258,40060,Thalassiosira_weissflogii_0203105564,31.25,2,2,5.83E4,1,1,1,,69709,Thalassiosira_weissflogii_0203105564
472,111045,Thalassiosira_weissflogii_0203456770,30.37,11,11,1.33E5,1,1,1,,10994,Thalassiosira_weissflogii_0203456770
472,111046,Thalassiosira_weissflogii_0201774120,30.37,11,11,1.33E5,1,1,1,,11120,Thalassiosira_weissflogii_0201774120
472,111047,Thalassiosira_weissflogii_0203147928,30.37,11,11,1.33E5,1,1,1,,11379,Thalassiosira_weissflogii_0203147928
472,190385,Thalassiosira_weissflogii_0203419726,30.37,11,11,1.33E5,1,1,1,,11004,Thalassiosira_weissflogii_0203419726
331,20643,tr|A0A089VP78|A0A089VP78_THAWE,29.44,16,16,6.85E4,1,1,1,,6376,Photosystem II reaction center protein Z OS=Thalassiosira weissflogii OX=1577725 GN=psbZ PE=3 SV=1
270,679,Thalassiosira_weissflogii_0203581178,29.44,3,3,3.04E5,1,1,2,,27647,Thalassiosira_weissflogii_0203581178
687,81644,Thalassiosira_weissflogii_0203139342,28.36,0,0,0E0,1,1,1,Carbamidomethylation,186370,Thalassiosira_weissflogii_0203139342
687,6416,Thalassiosira_weissflogii_0203203120,28.36,0,0,0E0,1,1,1,Carbamidomethylation,203139,Thalassiosira_weissflogii_0203203120
687,25529,Thalassiosira_weissflogii_0203509236,28.36,0,0,0E0,1,1,1,Carbamidomethylation,211165,Thalassiosira_weissflogii_0203509236
687,81658,Thalassiosira_weissflogii_0203476794,28.36,0,0,0E0,1,1,1,Carbamidomethylation,217318,Thalassiosira_weissflogii_0203476794
687,6538,Thalassiosira_weissflogii_0203537262,28.36,0,0,0E0,1,1,1,Carbamidomethylation,255574,Thalassiosira_weissflogii_0203537262
687,81657,Thalassiosira_weissflogii_0171358152,28.36,0,0,0E0,1,1,1,Carbamidomethylation,250824,Thalassiosira_weissflogii_0171358152
687,82310,Thalassiosira_weissflogii_0203446696,28.36,1,1,0E0,1,1,1,Carbamidomethylation,106718,Thalassiosira_weissflogii_0203446696
264,436,Thalassiosira_weissflogii_0203399532,27.97,1,1,2.54E4,1,1,1,,100188,Thalassiosira_weissflogii_0203399532
272,2991,Thalassiosira_weissflogii_0171415944,27.85,1,1,1.7E5,1,1,1,Deamidation (NQ),104741,Thalassiosira_weissflogii_0171415944
977,199843,Thalassiosira_weissflogii_0201754998,27.53,2,2,1.49E4,1,1,1,,33966,Thalassiosira_weissflogii_0201754998
979,641,Thalassiosira_weissflogii_0201789896,26.01,5,5,2.59E4,1,1,1,,31317,Thalassiosira_weissflogii_0201789896
180,610,Thalassiosira_weissflogii_0171361636,25.93,6,6,7.25E4,1,1,1,,13270,Thalassiosira_weissflogii_0171361636
555,749,Thalassiosira_weissflogii_0171365570,25.65,1,1,1.03E5,1,1,1,,116165,Thalassiosira_weissflogii_0171365570
311,524,Thalassiosira_weissflogii_0201771140,25.43,1,1,2.55E4,1,1,1,,79970,Thalassiosira_weissflogii_0201771140
734,96584,Thalassiosira_weissflogii_0203381848,25.01,1,1,2.08E5,1,1,1,Deamidation (NQ),116236,Thalassiosira_weissflogii_0203381848
734,200848,Thalassiosira_weissflogii_0203415086,25.01,2,2,2.08E5,1,1,1,Deamidation (NQ),71785,Thalassiosira_weissflogii_0203415086
347,44529,Thalassiosira_weissflogii_0203185224,24.94,7,7,6.81E4,1,1,1,,11829,Thalassiosira_weissflogii_0203185224
347,80912,Thalassiosira_weissflogii_0203477588,24.94,7,7,6.81E4,1,1,1,,11893,Thalassiosira_weissflogii_0203477588
347,80913,Thalassiosira_weissflogii_0203535712,24.94,6,6,6.81E4,1,1,1,,13184,Thalassiosira_weissflogii_0203535712
347,80914,Thalassiosira_weissflogii_0203104146,24.94,6,6,6.81E4,1,1,1,,13938,Thalassiosira_weissflogii_0203104146
347,80915,Thalassiosira_weissflogii_0203599586,24.94,6,6,6.81E4,1,1,1,,13932,Thalassiosira_weissflogii_0203599586
347,80916,Thalassiosira_weissflogii_0171446684,24.94,6,6,6.81E4,1,1,1,,14682,Thalassiosira_weissflogii_0171446684
347,80903,Thalassiosira_weissflogii_0203350694,24.94,6,6,6.81E4,1,1,1,,15734,Thalassiosira_weissflogii_0203350694
568,4040,Thalassiosira_weissflogii_0203384058,24.42,0,0,1.85E4,1,1,1,,230133,Thalassiosira_weissflogii_0203384058
568,4034,Thalassiosira_weissflogii_0203232208,24.42,0,0,1.85E4,1,1,1,,220238,Thalassiosira_weissflogii_0203232208
568,4039,Thalassiosira_weissflogii_0171417014,24.42,0,0,1.85E4,1,1,1,,229620,Thalassiosira_weissflogii_0171417014
568,4041,Thalassiosira_weissflogii_0171356138,24.42,0,0,1.85E4,1,1,1,,233290,Thalassiosira_weissflogii_0171356138
568,4022,Thalassiosira_weissflogii_0203106886,24.42,0,0,1.85E4,1,1,1,,180785,Thalassiosira_weissflogii_0203106886
767,199847,Thalassiosira_weissflogii_0203187540,24.33,1,1,2.7E4,1,1,1,,68838,Thalassiosira_weissflogii_0203187540
767,25061,Thalassiosira_weissflogii_0203263882,24.33,1,1,2.7E4,1,1,1,,68055,Thalassiosira_weissflogii_0203263882
767,25062,Thalassiosira_weissflogii_0171399354,24.33,1,1,2.7E4,1,1,1,,70202,Thalassiosira_weissflogii_0171399354
348,619,Thalassiosira_weissflogii_0201800228,24.29,3,3,6.2E4,1,1,1,Carbamidomethylation,29854,Thalassiosira_weissflogii_0201800228
348,620,Thalassiosira_weissflogii_0203350294,24.29,3,3,6.2E4,1,1,1,Carbamidomethylation,30901,Thalassiosira_weissflogii_0203350294
348,621,Thalassiosira_weissflogii_0203627548,24.29,3,3,6.2E4,1,1,1,Carbamidomethylation,33393,Thalassiosira_weissflogii_0203627548
348,556,Thalassiosira_weissflogii_0203505014,24.29,2,2,6.2E4,1,1,1,Carbamidomethylation,38156,Thalassiosira_weissflogii_0203505014
