Peptides,GO-term,Name
16,GO:0036513,Derlin-1 retrotranslocation complex
16,GO:0042406,extrinsic component of endoplasmic reticulum membrane
16,GO:0031616,spindle pole centrosome
15,GO:1902560,GMP reductase complex
15,GO:0035253,ciliary rootlet
15,GO:0030426,growth cone
15,GO:0044666,MLL3/4 complex
15,GO:0045111,intermediate filament cytoskeleton
15,GO:0005760,gamma DNA polymerase complex
15,GO:0043626,PCNA complex
15,GO:0000780,"condensed nuclear chromosome, centromeric region"
15,GO:0035339,SPOTS complex
15,GO:0071204,histone pre-mRNA 3'end processing complex
14,GO:0030077,plasma membrane light-harvesting complex
14,GO:0032420,stereocilium
14,GO:0000324,fungal-type vacuole
14,GO:0035060,brahma complex
14,GO:0005922,connexin complex
14,GO:0044178,host cell Golgi membrane
14,GO:0043684,type IV secretion system complex
14,GO:0005853,eukaryotic translation elongation factor 1 complex
14,GO:0016580,Sin3 complex
14,GO:0033263,CORVET complex
14,GO:0045171,intercellular bridge
14,GO:0033106,cis-Golgi network membrane
14,GO:0071162,CMG complex
14,GO:1990604,IRE1-TRAF2-ASK1 complex
14,GO:0046658,anchored component of plasma membrane
14,GO:0000836,Hrd1p ubiquitin ligase complex
14,GO:0032807,DNA ligase IV complex
13,GO:0005903,brush border
13,GO:0098685,Schaffer collateral - CA1 synapse
13,GO:0005751,mitochondrial respiratory chain complex IV
13,GO:0022626,cytosolic ribosome
13,GO:0039615,T=1 icosahedral viral capsid
13,GO:0009375,ferredoxin hydrogenase complex
13,GO:0001725,stress fiber
13,GO:0032154,cleavage furrow
13,GO:0009534,chloroplast thylakoid
13,GO:1990072,TRAPPIII protein complex
13,GO:0000153,cytoplasmic ubiquitin ligase complex
12,GO:0008250,oligosaccharyltransferase complex
12,GO:0016529,sarcoplasmic reticulum
12,GO:0005761,mitochondrial ribosome
12,GO:0009346,citrate lyase complex
12,GO:0005721,pericentric heterochromatin
12,GO:0044164,host cell cytosol
12,GO:0044173,host cell endoplasmic reticulum-Golgi intermediate compartment membrane
12,GO:0070761,pre-snoRNP complex
12,GO:0016612,molybdenum-iron nitrogenase complex
12,GO:0005875,microtubule associated complex
12,GO:0070274,RES complex
12,GO:0034274,Atg12-Atg5-Atg16 complex
12,GO:1990070,TRAPPI protein complex
12,GO:0033176,proton-transporting V-type ATPase complex
12,GO:1903600,glutaminase complex
11,GO:0045177,apical part of cell
11,GO:0031901,early endosome membrane
11,GO:0032021,NELF complex
11,GO:0033017,sarcoplasmic reticulum membrane
11,GO:0045277,respiratory chain complex IV
11,GO:0030964,NADH dehydrogenase complex
11,GO:0035657,eRF1 methyltransferase complex
11,GO:0031389,Rad17 RFC-like complex
11,GO:0016581,NuRD complex
11,GO:0016010,dystrophin-associated glycoprotein complex
11,GO:0030991,intraciliary transport particle A
11,GO:0033557,Slx1-Slx4 complex
11,GO:0030017,sarcomere
11,GO:0016328,lateral plasma membrane
11,GO:0009427,"bacterial-type flagellum basal body, distal rod, L ring"
11,GO:0009366,enterobactin synthetase complex
11,GO:0071020,post-spliceosomal complex
11,GO:0043541,UDP-N-acetylglucosamine transferase complex
10,GO:0000444,MIS12/MIND type complex
10,GO:0030289,protein phosphatase 4 complex
10,GO:0012506,vesicle membrane
10,GO:0001669,acrosomal vesicle
10,GO:0036396,RNA N6-methyladenosine methyltransferase complex
10,GO:0005672,transcription factor TFIIA complex
10,GO:0009925,basal plasma membrane
10,GO:0042995,cell projection
10,GO:0032391,photoreceptor connecting cilium
10,GO:0005816,spindle pole body
10,GO:0071021,U2-type post-spliceosomal complex
10,GO:0031213,RSF complex
10,GO:0036126,sperm flagellum
10,GO:0044297,cell body
10,GO:0005905,clathrin-coated pit
10,GO:0070522,ERCC4-ERCC1 complex
10,GO:0034506,"chromosome, centromeric core domain"
9,GO:0030133,transport vesicle
9,GO:0030057,desmosome
9,GO:0009339,glycolate oxidase complex
9,GO:0031467,Cul7-RING ubiquitin ligase complex
9,GO:0009505,plant-type cell wall
9,GO:0031462,Cul2-RING ubiquitin ligase complex
9,GO:0044233,mitochondria-associated endoplasmic reticulum membrane
9,GO:0030141,secretory granule
9,GO:0070062,extracellular exosome
9,GO:0005964,phosphorylase kinase complex
9,GO:0031618,nuclear pericentric heterochromatin
9,GO:0031411,gas vesicle
9,GO:0097047,DNA replication termination region
9,GO:1990334,Bfa1-Bub2 complex
9,GO:0070765,gamma-secretase complex
9,GO:0043224,nuclear SCF ubiquitin ligase complex
8,GO:0031527,filopodium membrane
8,GO:0070776,MOZ/MORF histone acetyltransferase complex
8,GO:0039625,viral inner capsid
8,GO:0009501,amyloplast
8,GO:0005890,sodium:potassium-exchanging ATPase complex
8,GO:0001772,immunological synapse
8,GO:0036464,cytoplasmic ribonucleoprotein granule
8,GO:0030867,rough endoplasmic reticulum membrane
8,GO:0097729,9+2 motile cilium
8,GO:0039620,T=7 icosahedral viral capsid
8,GO:0005640,nuclear outer membrane
8,GO:0044192,host cell mitochondrial inner membrane
8,GO:0045180,basal cortex
8,GO:0001891,phagocytic cup
8,GO:0008352,katanin complex
8,GO:0009705,plant-type vacuole membrane
8,GO:0042405,nuclear inclusion body
8,GO:0031083,BLOC-1 complex
8,GO:0120103,centriolar subdistal appendage
8,GO:0044732,mitotic spindle pole body
8,GO:0033650,host cell mitochondrion
8,GO:0009524,phragmoplast
8,GO:1904115,axon cytoplasm
8,GO:0009521,photosystem
7,GO:0030880,RNA polymerase complex
7,GO:0098982,GABA-ergic synapse
7,GO:0031258,lamellipodium membrane
7,GO:0060170,ciliary membrane
7,GO:0005700,polytene chromosome
7,GO:0031105,septin complex
7,GO:0044228,host cell surface
7,GO:1990862,nuclear membrane complex Bqt3-Bqt4
7,GO:0005720,nuclear heterochromatin
7,GO:0055040,periplasmic flagellum
7,GO:0001533,cornified envelope
7,GO:0090543,Flemming body
7,GO:0009426,"bacterial-type flagellum basal body, distal rod"
7,GO:0034704,calcium channel complex
7,GO:0043296,apical junction complex
7,GO:0071797,LUBAC complex
7,GO:0016591,"RNA polymerase II, holoenzyme"
7,GO:0005944,"phosphatidylinositol 3-kinase complex, class IB"
7,GO:0031430,M band
7,GO:0030877,beta-catenin destruction complex
7,GO:0005719,nuclear euchromatin
7,GO:0034099,luminal surveillance complex
7,GO:0030665,clathrin-coated vesicle membrane
7,GO:0005880,nuclear microtubule
7,GO:0032437,cuticular plate
7,GO:0000818,nuclear MIS12/MIND complex
7,GO:0016602,CCAAT-binding factor complex
7,GO:0097373,MCM core complex
7,GO:0033565,ESCRT-0 complex
6,GO:0039616,T=2 icosahedral viral capsid
6,GO:0005933,cellular bud
6,GO:0099056,integral component of presynaptic membrane
6,GO:0071782,endoplasmic reticulum tubular network
6,GO:0032839,dendrite cytoplasm
6,GO:0032588,trans-Golgi network membrane
6,GO:0002080,acrosomal membrane
6,GO:0097002,mitochondrial inner boundary membrane
6,GO:0005798,Golgi-associated vesicle
6,GO:0043204,perikaryon
6,GO:0042644,chloroplast nucleoid
6,GO:0031469,polyhedral organelle
6,GO:0000800,lateral element
6,GO:0033276,transcription factor TFTC complex
6,GO:0030914,STAGA complex
6,GO:0005652,nuclear lamina
6,GO:0008274,gamma-tubulin ring complex
6,GO:0009277,fungal-type cell wall
6,GO:0090734,site of DNA damage
6,GO:0044291,cell-cell contact zone
6,GO:0043655,host extracellular space
6,GO:0005577,fibrinogen complex
6,GO:0031981,nuclear lumen
6,GO:0090661,box H/ACA telomerase RNP complex
6,GO:1990816,vacuole-mitochondrion membrane contact site
6,GO:0042601,endospore-forming forespore
6,GO:0000235,astral microtubule
6,GO:0032783,super elongation complex
6,GO:0097225,sperm midpiece
6,GO:0031097,medial cortex
6,GO:0030061,mitochondrial crista
6,GO:0031969,chloroplast membrane
6,GO:0097038,perinuclear endoplasmic reticulum
6,GO:0017102,methionyl glutamyl tRNA synthetase complex
6,GO:0000798,nuclear cohesin complex
6,GO:0045169,fusome
5,GO:0009512,cytochrome b6f complex
5,GO:0090537,CERF complex
5,GO:0070695,FHF complex
5,GO:0001917,photoreceptor inner segment
5,GO:0043209,myelin sheath
5,GO:0032221,Rpd3S complex
5,GO:0033698,Rpd3L complex
5,GO:0016012,sarcoglycan complex
5,GO:0000940,condensed chromosome outer kinetochore
5,GO:0031526,brush border membrane
5,GO:0097228,sperm principal piece
5,GO:0031241,periplasmic side of cell outer membrane
5,GO:0055038,recycling endosome membrane
5,GO:0005745,m-AAA complex
5,GO:0044599,AP-5 adaptor complex
5,GO:0097542,ciliary tip
5,GO:0070461,SAGA-type complex
5,GO:0034361,very-low-density lipoprotein particle
5,GO:0005610,laminin-5 complex
5,GO:0019030,icosahedral viral capsid
5,GO:0039617,T=3 icosahedral viral capsid
5,GO:0019866,organelle inner membrane
5,GO:0042600,egg chorion
5,GO:0043034,costamere
5,GO:0045281,succinate dehydrogenase complex
5,GO:0001534,radial spoke
5,GO:0005927,muscle tendon junction
5,GO:0033162,melanosome membrane
5,GO:0042734,presynaptic membrane
5,GO:0031533,mRNA cap methyltransferase complex
5,GO:0044354,macropinosome
5,GO:0000837,Doa10p ubiquitin ligase complex
5,GO:0005833,hemoglobin complex
5,GO:0016342,catenin complex
5,GO:0031160,spore wall
5,GO:0097431,mitotic spindle pole
5,GO:0000777,condensed chromosome kinetochore
5,GO:0030532,small nuclear ribonucleoprotein complex
5,GO:0005724,nuclear telomeric heterochromatin
5,GO:0030895,apolipoprotein B mRNA editing enzyme complex
5,GO:0098839,postsynaptic density membrane
5,GO:0000935,division septum
5,GO:0010287,plastoglobule
5,GO:0009347,aspartate carbamoyltransferase complex
5,GO:0035841,new growing cell tip
5,GO:0030124,AP-4 adaptor complex
5,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane
5,GO:0001673,male germ cell nucleus
5,GO:1990221,L-cysteine desulfurase complex
5,GO:0043195,terminal bouton
5,GO:0061496,half bridge of mitotic spindle pole body
5,GO:0061497,inner plaque of mitotic spindle pole body
5,GO:0071957,old mitotic spindle pole body
5,GO:0001527,microfibril
5,GO:0033185,dolichol-phosphate-mannose synthase complex
4,GO:0001750,photoreceptor outer segment
4,GO:0098797,plasma membrane protein complex
4,GO:0033391,chromatoid body
4,GO:0035686,sperm fibrous sheath
4,GO:0032426,stereocilium tip
4,GO:0002116,semaphorin receptor complex
4,GO:0044754,autolysosome
4,GO:0005579,membrane attack complex
4,GO:0070824,SHREC complex
4,GO:0036156,inner dynein arm
4,GO:0032281,AMPA glutamate receptor complex
4,GO:0005790,smooth endoplasmic reticulum
4,GO:0000137,Golgi cis cisterna
4,GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
4,GO:0030907,MBF transcription complex
4,GO:0014704,intercalated disc
4,GO:0030140,trans-Golgi network transport vesicle
4,GO:0020015,glycosome
4,GO:0005865,striated muscle thin filament
4,GO:0030016,myofibril
4,GO:0030128,clathrin coat of endocytic vesicle
4,GO:1990391,DNA repair complex
4,GO:0042565,RNA nuclear export complex
4,GO:0017122,protein N-acetylglucosaminyltransferase complex
4,GO:0022623,proteasome-activating nucleotidase complex
4,GO:0043197,dendritic spine
4,GO:0099053,activating signal cointegrator 1 complex
4,GO:0030894,replisome
4,GO:0042825,TAP complex
4,GO:0097014,ciliary plasm
4,GO:0070382,exocytic vesicle
4,GO:0005727,extrachromosomal circular DNA
4,GO:0051285,cell cortex of cell tip
4,GO:0043083,synaptic cleft
4,GO:0030673,axolemma
4,GO:0032541,cortical endoplasmic reticulum
4,GO:0000325,plant-type vacuole
4,GO:0005892,acetylcholine-gated channel complex
4,GO:0010369,chromocenter
4,GO:0036449,microtubule minus-end
4,GO:0061673,mitotic spindle astral microtubule
4,GO:0098025,"virus tail, baseplate"
4,GO:0035840,old growing cell tip
4,GO:0097433,dense body
4,GO:0033596,TSC1-TSC2 complex
4,GO:0099523,presynaptic cytosol
4,GO:0043220,Schmidt-Lanterman incisure
4,GO:0099055,integral component of postsynaptic membrane
4,GO:0033553,rDNA heterochromatin
4,GO:0032593,insulin-responsive compartment
4,GO:0031617,NMS complex
4,GO:0044284,mitochondrial crista junction
4,GO:1990251,nuclear exosome focus
4,GO:0031674,I band
4,GO:0030056,hemidesmosome
4,GO:0000792,heterochromatin
4,GO:0097362,MCM8-MCM9 complex
4,GO:1990621,ESCRT IV complex
4,GO:0042470,melanosome
4,GO:0009323,ribosomal-protein-alanine N-acetyltransferase complex
4,GO:0045179,apical cortex
4,GO:0061499,outer plaque of mitotic spindle pole body
4,GO:0031021,interphase microtubule organizing center
4,GO:0034693,U11/U12 snRNP
3,GO:0032584,growth cone membrane
3,GO:0044306,neuron projection terminus
3,GO:0034751,aryl hydrocarbon receptor complex
3,GO:0033268,node of Ranvier
3,GO:0043189,H4/H2A histone acetyltransferase complex
3,GO:0033551,monopolin complex
3,GO:0005826,actomyosin contractile ring
3,GO:0097470,ribbon synapse
3,GO:0120134,proximal portion of axoneme
3,GO:0097728,9+0 motile cilium
3,GO:0098562,cytoplasmic side of membrane
3,GO:0071008,U2-type post-mRNA release spliceosomal complex
3,GO:0005827,polar microtubule
3,GO:0016234,inclusion body
3,GO:0097487,"multivesicular body, internal vesicle"
3,GO:1990909,Wnt signalosome
3,GO:0032473,cytoplasmic side of mitochondrial outer membrane
3,GO:0070938,contractile ring
3,GO:0043293,apoptosome
3,GO:0030076,light-harvesting complex
3,GO:0031209,SCAR complex
3,GO:0060076,excitatory synapse
3,GO:0034363,intermediate-density lipoprotein particle
3,GO:0034362,low-density lipoprotein particle
3,GO:0034359,mature chylomicron
3,GO:0031253,cell projection membrane
3,GO:0042564,NLS-dependent protein nuclear import complex
3,GO:0044695,Dsc E3 ubiquitin ligase complex
3,GO:0039619,T=4 icosahedral viral capsid
3,GO:0012511,monolayer-surrounded lipid storage body
3,GO:0033104,type VI protein secretion system complex
3,GO:0033172,gas vesicle shell
3,GO:0044174,host cell endosome
3,GO:0014731,spectrin-associated cytoskeleton
3,GO:0099020,perinuclear endoplasmic reticulum lumen
3,GO:0099021,cortical endoplasmic reticulum lumen
3,GO:0017146,NMDA selective glutamate receptor complex
3,GO:0031227,intrinsic component of endoplasmic reticulum membrane
3,GO:0035770,ribonucleoprotein granule
3,GO:0032433,filopodium tip
3,GO:0030115,S-layer
3,GO:0061574,ASAP complex
3,GO:0005915,zonula adherens
3,GO:0000941,condensed nuclear chromosome inner kinetochore
3,GO:0032983,kainate selective glutamate receptor complex
3,GO:0009509,chromoplast
3,GO:0043259,laminin-10 complex
3,GO:0039626,viral intermediate capsid
3,GO:0000328,fungal-type vacuole lumen
3,GO:0061957,NVT complex
3,GO:0097575,lateral cell cortex
3,GO:0055028,cortical microtubule
3,GO:0033593,BRCA2-MAGE-D1 complex
3,GO:0044167,host cell endoplasmic reticulum membrane
3,GO:0061700,GATOR2 complex
3,GO:1990879,CST complex
3,GO:0043198,dendritic shaft
3,GO:1904423,dehydrodolichyl diphosphate synthase complex
3,GO:0031357,integral component of chloroplast inner membrane
3,GO:0031523,Myb complex
3,GO:0033167,ARC complex
3,GO:0035363,histone locus body
3,GO:0070701,mucus layer
3,GO:0009353,mitochondrial oxoglutarate dehydrogenase complex
3,GO:0097135,cyclin E2-CDK2 complex
3,GO:0098688,parallel fiber to Purkinje cell synapse
3,GO:0033270,paranode region of axon
3,GO:0061689,tricellular tight junction
3,GO:0097418,neurofibrillary tangle
3,GO:0098686,hippocampal mossy fiber to CA3 synapse
3,GO:0036128,CatSper complex
3,GO:0005628,prospore membrane
3,GO:0097422,tubular endosome
3,GO:0034998,oligosaccharyltransferase I complex
3,GO:0044295,axonal growth cone
3,GO:0097060,synaptic membrane
3,GO:0005818,aster
3,GO:0030874,nucleolar chromatin
3,GO:0005791,rough endoplasmic reticulum
3,GO:0097381,photoreceptor disc membrane
3,GO:0005641,nuclear envelope lumen
3,GO:0000144,cellular bud neck septin ring
3,GO:0005955,calcineurin complex
3,GO:0070187,shelterin complex
2,GO:0090406,pollen tube
2,GO:0031933,telomeric heterochromatin
2,GO:0016027,inaD signaling complex
2,GO:0030315,T-tubule
2,GO:0005594,collagen type IX trimer
2,GO:0043601,nuclear replisome
2,GO:0033203,DNA helicase A complex
2,GO:0005585,collagen type II trimer
2,GO:0031511,Mis6-Sim4 complex
2,GO:0061174,type I terminal bouton
2,GO:0042571,"immunoglobulin complex, circulating"
2,GO:1990393,3M complex
2,GO:0090498,extrinsic component of Golgi membrane
2,GO:0099400,caveola neck
2,GO:0031084,BLOC-2 complex
2,GO:0098898,dense core granule lumen
2,GO:0035230,cytoneme
2,GO:1990075,periciliary membrane compartment
2,GO:0060091,kinocilium
2,GO:0099061,integral component of postsynaptic density membrane
2,GO:0005757,mitochondrial permeability transition pore complex
2,GO:1990454,L-type voltage-gated calcium channel complex
2,GO:0044219,host cell plasmodesma
2,GO:1905754,ascospore-type prospore nucleus
2,GO:0099060,integral component of postsynaptic specialization membrane
2,GO:0090571,RNA polymerase II transcription repressor complex
2,GO:0000262,mitochondrial chromosome
2,GO:0005677,chromatin silencing complex
2,GO:0032009,early phagosome
2,GO:0039621,T=13 icosahedral viral capsid
2,GO:0044166,host cell endoplasmic reticulum lumen
2,GO:0033309,SBF transcription complex
2,GO:0070557,PCNA-p21 complex
2,GO:0099524,postsynaptic cytosol
2,GO:0005951,carbamoyl-phosphate synthase complex
2,GO:0000120,RNA polymerase I transcription factor complex
2,GO:0005916,fascia adherens
2,GO:0030135,coated vesicle
2,GO:0043657,host cell
2,GO:0120135,distal portion of axoneme
2,GO:0000506,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
2,GO:1990630,IRE1-RACK1-PP2A complex
2,GO:0005614,interstitial matrix
2,GO:0120095,vacuole-isolation membrane contact site
2,GO:0061908,phagophore
2,GO:0030427,site of polarized growth
2,GO:0005896,interleukin-6 receptor complex
2,GO:0005900,oncostatin-M receptor complex
2,GO:0070110,ciliary neurotrophic factor receptor complex
2,GO:0031359,integral component of chloroplast outer membrane
2,GO:0140268,endoplasmic reticulum-plasma membrane contact site
2,GO:0005754,"mitochondrial proton-transporting ATP synthase, catalytic core"
2,GO:1904949,ATPase complex
2,GO:1990730,VCP-NSFL1C complex
2,GO:0031313,extrinsic component of endosome membrane
2,GO:0070823,HDA1 complex
2,GO:1990819,actin fusion focus
2,GO:0032421,stereocilium bundle
2,GO:0000427,plastid-encoded plastid RNA polymerase complex
2,GO:0031301,integral component of organelle membrane
2,GO:0031261,DNA replication preinitiation complex
2,GO:0071819,DUBm complex
2,GO:0042622,photoreceptor outer segment membrane
2,GO:0097078,FAL1-SGD1 complex
2,GO:0005705,polytene chromosome interband
2,GO:0002102,podosome
2,GO:0034991,nuclear meiotic cohesin complex
2,GO:0000942,condensed nuclear chromosome outer kinetochore
2,GO:0032591,dendritic spine membrane
2,GO:1902377,nuclear rDNA heterochromatin
2,GO:0070693,P-TEFb-cap methyltransferase complex
2,GO:0035517,PR-DUB complex
2,GO:0070692,CTDK-1 complex
2,GO:0005606,laminin-1 complex
2,GO:0035032,"phosphatidylinositol 3-kinase complex, class III"
2,GO:0031362,anchored component of external side of plasma membrane
2,GO:0017109,glutamate-cysteine ligase complex
2,GO:0005642,annulate lamellae
2,GO:0098890,extrinsic component of postsynaptic membrane
2,GO:0002193,MAML1-RBP-Jkappa- ICN1 complex
2,GO:0005942,phosphatidylinositol 3-kinase complex
2,GO:0099070,static microtubule bundle
2,GO:0071546,pi-body
2,GO:1905720,cytoplasmic microtubule bundle
2,GO:0033255,SAS acetyltransferase complex
2,GO:0020016,ciliary pocket
2,GO:0030875,rDNA protrusion
2,GO:0000500,RNA polymerase I upstream activating factor complex
2,GO:0120105,"actomyosin contractile ring, intermediate layer"
2,GO:0097386,glial cell projection
2,GO:0140007,KICSTOR complex
2,GO:0020022,acidocalcisome
2,GO:0097042,extrinsic component of fungal-type vacuolar membrane
2,GO:0035189,Rb-E2F complex
2,GO:0043679,axon terminus
2,GO:0031224,intrinsic component of membrane
2,GO:0071159,NF-kappaB complex
2,GO:0016533,protein kinase 5 complex
2,GO:0097342,ripoptosome
2,GO:0070552,BRISC complex
2,GO:1990861,Ubp3-Bre5 deubiquitination complex
2,GO:0030055,cell-substrate junction
2,GO:0043020,NADPH oxidase complex
2,GO:0019814,immunoglobulin complex
2,GO:0099189,postsynaptic spectrin-associated cytoskeleton
2,GO:1990195,macrolide transmembrane transporter complex
2,GO:0035649,Nrd1 complex
2,GO:0020003,symbiont-containing vacuole
2,GO:0031672,A band
2,GO:0044156,host cell junction
2,GO:0033010,paranodal junction
2,GO:1990682,CSF1-CSF1R complex
2,GO:0120115,Lsm2-8 complex
2,GO:1990246,uniplex complex
2,GO:0005584,collagen type I trimer
2,GO:0002177,manchette
2,GO:0032809,neuronal cell body membrane
2,GO:0032590,dendrite membrane
2,GO:0072563,endothelial microparticle
2,GO:0008385,IkappaB kinase complex
2,GO:0034703,cation channel complex
2,GO:1990315,Mcs4 RR-MAPKKK complex
2,GO:0045334,clathrin-coated endocytic vesicle
2,GO:0042627,chylomicron
2,GO:0097025,MPP7-DLG1-LIN7 complex
2,GO:0016460,myosin II complex
2,GO:0097513,myosin II filament
2,GO:0070877,microprocessor complex
2,GO:0044204,host cell nuclear matrix
2,GO:0070867,mating projection tip membrane
2,GO:0035748,myelin sheath abaxonal region
2,GO:0051286,cell tip
2,GO:0110001,toxin-antitoxin complex
2,GO:0043219,lateral loop
2,GO:1990385,meiotic spindle midzone
2,GO:0140284,endoplasmic reticulum-endosome membrane contact site
2,GO:0060053,neurofilament cytoskeleton
2,GO:0098981,cholinergic synapse
2,GO:0000797,condensin core heterodimer
2,GO:0032449,CBM complex
2,GO:0061176,type Ib terminal bouton
2,GO:0042641,actomyosin
2,GO:0034990,nuclear mitotic cohesin complex
2,GO:0042382,paraspeckles
2,GO:0099160,postsynaptic intermediate filament cytoskeleton
2,GO:0030700,glycine reductase complex
2,GO:0005638,lamin filament
2,GO:0002199,zona pellucida receptor complex
2,GO:0046581,intercellular canaliculus
2,GO:0031977,thylakoid lumen
2,GO:0039623,T=25 icosahedral viral capsid
2,GO:0097209,epidermal lamellar body
2,GO:0071683,sensory dendrite
2,GO:0016461,unconventional myosin complex
2,GO:1990429,peroxisomal importomer complex
2,GO:0031090,organelle membrane
2,GO:0097124,cyclin A2-CDK2 complex
2,GO:0097123,cyclin A1-CDK2 complex
2,GO:0097134,cyclin E1-CDK2 complex
2,GO:0000806,Y chromosome
2,GO:0000805,X chromosome
2,GO:0098554,cytoplasmic side of endoplasmic reticulum membrane
2,GO:0034366,spherical high-density lipoprotein particle
2,GO:0020036,Maurer's cleft
2,GO:0031088,platelet dense granule membrane
2,GO:0044384,host outer membrane
2,GO:0017054,negative cofactor 2 complex
2,GO:0019185,snRNA-activating protein complex
2,GO:0005969,serine-pyruvate aminotransferase complex
2,GO:0044308,axonal spine
1,GO:0098831,presynaptic active zone cytoplasmic component
1,GO:0099025,anchored component of postsynaptic membrane
1,GO:0044224,juxtaparanode region of axon
1,GO:0030691,Noc2p-Noc3p complex
1,GO:0035985,senescence-associated heterochromatin focus
1,GO:0030990,intraciliary transport particle
1,GO:0019907,cyclin-dependent protein kinase activating kinase holoenzyme complex
1,GO:0044612,nuclear pore linkers
1,GO:0000788,nuclear nucleosome
1,GO:0001741,XY body
1,GO:0099115,"chromosome, subtelomeric region"
1,GO:0055120,striated muscle dense body
1,GO:0030119,AP-type membrane coat adaptor complex
1,GO:0010005,"cortical microtubule, transverse to long axis"
1,GO:0044292,dendrite terminus
1,GO:0042582,azurophil granule
1,GO:0070820,tertiary granule
1,GO:0045098,type III intermediate filament
1,GO:0090651,apical cytoplasm
1,GO:1990877,Lst4-Lst7 complex
1,GO:0016914,follicle-stimulating hormone complex
1,GO:0099243,extrinsic component of synaptic membrane
1,GO:0099059,integral component of presynaptic active zone membrane
1,GO:0098683,cochlear hair cell ribbon synapse
1,GO:0030981,cortical microtubule cytoskeleton
1,GO:1905721,mitotic spindle astral microtubule end
1,GO:0020011,apicoplast
1,GO:0032019,mitochondrial cloud
1,GO:0019815,B cell receptor complex
1,GO:0042101,T cell receptor complex
1,GO:0000326,protein storage vacuole
1,GO:0005943,"phosphatidylinositol 3-kinase complex, class IA"
1,GO:0002178,palmitoyltransferase complex
1,GO:0031228,intrinsic component of Golgi membrane
1,GO:0036117,hyaluranon cable
1,GO:0043202,lysosomal lumen
1,GO:0072559,NLRP3 inflammasome complex
1,GO:0071595,Nem1-Spo7 phosphatase complex
1,GO:0046696,lipopolysaccharide receptor complex
1,GO:0030287,cell wall-bounded periplasmic space
1,GO:0034364,high-density lipoprotein particle
1,GO:0061672,glutathione hydrolase complex
1,GO:0036398,TCR signalosome
1,GO:1903754,cortical microtubule plus-end
1,GO:0098966,perisynaptic extracellular matrix
1,GO:0030685,nucleolar preribosome
1,GO:0097635,extrinsic component of autophagosome membrane
1,GO:1902495,transmembrane transporter complex
1,GO:0097197,tetraspanin-enriched microdomain
1,GO:0042587,glycogen granule
1,GO:0033254,vacuolar transporter chaperone complex
1,GO:0044302,dentate gyrus mossy fiber
1,GO:0031091,platelet alpha granule
1,GO:0042612,MHC class I protein complex
1,GO:0070648,formin-nucleated actin cable
1,GO:0030892,mitotic cohesin complex
1,GO:0099078,BORC complex
1,GO:0001931,uropod
1,GO:0090636,outer dense plaque of desmosome
1,GO:0090637,inner dense plaque of desmosome
1,GO:1990357,terminal web
1,GO:0016590,ACF complex
1,GO:0072687,meiotic spindle
1,GO:0005822,inner plaque of spindle pole body
1,GO:0005824,outer plaque of spindle pole body
1,GO:0000928,"gamma-tubulin small complex, spindle pole body"
1,GO:0097356,perinucleolar compartment
1,GO:0098690,glycinergic synapse
1,GO:0005607,laminin-2 complex
1,GO:0043257,laminin-8 complex
1,GO:0043256,laminin complex
1,GO:1902636,kinociliary basal body
1,GO:0045298,tubulin complex
1,GO:0002144,cytosolic tRNA wobble base thiouridylase complex
1,GO:0090726,cortical dynamic polarity patch
1,GO:0045178,basal part of cell
1,GO:0031904,endosome lumen
1,GO:0032585,multivesicular body membrane
1,GO:0033115,cyanelle thylakoid membrane
1,GO:1990723,cytoplasmic periphery of the nuclear pore complex
1,GO:0031395,bursicon neuropeptide hormone complex
1,GO:0005726,perichromatin fibrils
1,GO:0005608,laminin-3 complex
1,GO:1990578,perinuclear endoplasmic reticulum membrane
1,GO:0097165,nuclear stress granule
1,GO:0030485,smooth muscle contractile fiber
1,GO:0012510,trans-Golgi network transport vesicle membrane
1,GO:0070381,endosome to plasma membrane transport vesicle
1,GO:0009508,plastid chromosome
1,GO:1903767,sweet taste receptor complex
1,GO:0035997,rhabdomere microvillus membrane
1,GO:0030667,secretory granule membrane
1,GO:0016327,apicolateral plasma membrane
1,GO:0034967,Set3 complex
1,GO:1902716,cell cortex of growing cell tip
1,GO:0032279,asymmetric synapse
1,GO:0044214,spanning component of plasma membrane
1,GO:0001739,sex chromatin
1,GO:1902500,vacuolar HOPS complex
1,GO:0043227,membrane-bounded organelle
1,GO:0043194,axon initial segment
1,GO:0099617,matrix side of mitochondrial inner membrane
1,GO:0097733,photoreceptor cell cilium
1,GO:0005587,collagen type IV trimer
1,GO:0000939,condensed chromosome inner kinetochore
1,GO:0000113,nucleotide-excision repair factor 4 complex
1,GO:1990452,Parkin-FBXW7-Cul1 ubiquitin ligase complex
1,GO:0031085,BLOC-3 complex
1,GO:0097196,Shu complex
1,GO:0030678,mitochondrial ribonuclease P complex
1,GO:0071141,SMAD protein complex
1,GO:1990111,spermatoproteasome complex
1,GO:0097224,sperm connecting piece
1,GO:0009513,etioplast
1,GO:0009537,proplastid
1,GO:1990622,CHOP-ATF3 complex
1,GO:0035061,interchromatin granule
1,GO:0000803,sex chromosome
1,GO:0044095,host cell nucleoplasm
