Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 323_T2_trypsin,Area 323_T2_trypsin,#Peptides,#Unique,#Spec 323_T2_trypsin,PTM,Avg. Mass,Description
146,458,Thalassiosira_weissflogii_0171420470,57.15,8,8,3.15E5,2,2,3,Deamidation (NQ),28334,Thalassiosira_weissflogii_0171420470
106,119,Thalassiosira_weissflogii_0201834746,57.11,4,4,1.28E6,3,3,4,,58864,Thalassiosira_weissflogii_0201834746
106,120,Thalassiosira_weissflogii_0203455798,57.11,4,4,1.28E6,3,3,4,,58915,Thalassiosira_weissflogii_0203455798
106,122,Thalassiosira_weissflogii_0201768070,57.11,3,3,1.28E6,3,3,4,,63175,Thalassiosira_weissflogii_0201768070
134,139,Thalassiosira_weissflogii_0203258698,56.59,3,3,1.15E5,2,2,2,Carbamidomethylation,67143,Thalassiosira_weissflogii_0203258698
116,209,tr|A0A089VP72|A0A089VP72_THAWE,56.48,2,2,6.34E4,1,1,1,,69843,ATP-dependent zinc metalloprotease FtsH OS=Thalassiosira weissflogii OX=1577725 GN=ftsH PE=3 SV=1
116,207,Thalassiosira_weissflogii_0203169094,56.48,2,2,6.34E4,1,1,1,,67934,Thalassiosira_weissflogii_0203169094
137,100,Thalassiosira_weissflogii_0171384842,56.43,3,3,1.28E6,2,2,4,,93184,Thalassiosira_weissflogii_0171384842
108,427,Thalassiosira_weissflogii_0171368876,56.14,3,3,8.79E5,2,2,3,,39087,Thalassiosira_weissflogii_0171368876
148,2738,Thalassiosira_weissflogii_0171328100,55.66,3,3,7.15E4,1,1,1,,47158,Thalassiosira_weissflogii_0171328100
109,450,Thalassiosira_weissflogii_0203104108,55.53,9,9,4.16E6,2,2,7,,12050,Thalassiosira_weissflogii_0203104108
135,39225,Thalassiosira_weissflogii_0201804746,55.38,4,4,1.52E5,1,1,2,,27828,Thalassiosira_weissflogii_0201804746
129,4654,Thalassiosira_weissflogii_0203418580,54.90,4,4,5E5,2,2,3,,52409,Thalassiosira_weissflogii_0203418580
124,443,Thalassiosira_weissflogii_0201769216,54.28,15,15,9.63E5,2,2,4,,16858,Thalassiosira_weissflogii_0201769216
125,426,Thalassiosira_weissflogii_0203122474,53.92,2,2,9.44E5,2,2,3,,114920,Thalassiosira_weissflogii_0203122474
170,39118,Thalassiosira_weissflogii_0203183002,53.88,8,8,4.32E5,2,2,3,Carbamidomethylation,36908,Thalassiosira_weissflogii_0203183002
170,39119,Thalassiosira_weissflogii_0201786012,53.88,8,8,4.32E5,2,2,3,Carbamidomethylation,38393,Thalassiosira_weissflogii_0201786012
141,130,Thalassiosira_weissflogii_0171449500,52.61,5,5,3.8E5,3,3,3,,41793,Thalassiosira_weissflogii_0171449500
144,272,Thalassiosira_weissflogii_0201828982,52.15,4,4,7.47E5,2,2,3,,51037,Thalassiosira_weissflogii_0201828982
144,271,Thalassiosira_weissflogii_0171334830,52.15,5,5,7.47E5,2,2,3,,46966,Thalassiosira_weissflogii_0171334830
144,273,Thalassiosira_weissflogii_0201801470,52.15,4,4,7.47E5,2,2,3,,54899,Thalassiosira_weissflogii_0201801470
143,637,tr|A0A089VKH6|A0A089VKH6_THAWE,50.83,8,8,2.87E5,3,3,3,,39534,Mg-protoporphyrin IX chelatase OS=Thalassiosira weissflogii OX=1577725 GN=chlI PE=3 SV=1
143,636,Thalassiosira_weissflogii_0203102818,50.83,9,9,2.87E5,3,3,3,,33942,Thalassiosira_weissflogii_0203102818
158,705,Thalassiosira_weissflogii_0203352244,50.80,1,1,1.7E5,2,2,2,,396314,Thalassiosira_weissflogii_0203352244
158,706,Thalassiosira_weissflogii_0203629286,50.80,1,1,1.7E5,2,2,2,,399071,Thalassiosira_weissflogii_0203629286
158,704,Thalassiosira_weissflogii_0201862694,50.80,1,1,1.7E5,2,2,2,,391291,Thalassiosira_weissflogii_0201862694
119,39145,Thalassiosira_weissflogii_0171407120,50.47,14,14,5.89E5,2,2,2,Carbamidomethylation,12608,Thalassiosira_weissflogii_0171407120
150,349,Thalassiosira_weissflogii_0171393296,50.12,1,1,4.69E4,1,1,1,,68578,Thalassiosira_weissflogii_0171393296
153,283,Thalassiosira_weissflogii_0203386184,49.78,9,9,3.12E5,2,2,3,Oxidation (M),21385,Thalassiosira_weissflogii_0203386184
132,9276,Thalassiosira_weissflogii_0201768374,49.29,4,4,1.99E4,1,1,1,,32815,Thalassiosira_weissflogii_0201768374
191,457,Thalassiosira_weissflogii_0203545546,48.75,6,6,5.28E4,1,1,1,,30926,Thalassiosira_weissflogii_0203545546
115,143,Thalassiosira_weissflogii_0203358160,48.47,6,6,2.47E5,1,1,1,,21786,Thalassiosira_weissflogii_0203358160
169,150,Thalassiosira_weissflogii_0171394290,48.30,2,2,2.62E5,2,2,2,Carbamidomethylation,111652,Thalassiosira_weissflogii_0171394290
193,3054,Thalassiosira_weissflogii_0171447308,47.49,1,1,5.78E3,1,1,1,,139363,Thalassiosira_weissflogii_0171447308
193,4691,Thalassiosira_weissflogii_0203230902,47.49,1,1,5.78E3,1,1,1,,120829,Thalassiosira_weissflogii_0203230902
193,3053,Thalassiosira_weissflogii_0171385350,47.49,1,1,5.78E3,1,1,1,,138690,Thalassiosira_weissflogii_0171385350
193,3055,Thalassiosira_weissflogii_0203350902,47.49,1,1,5.78E3,1,1,1,,140796,Thalassiosira_weissflogii_0203350902
193,3057,Thalassiosira_weissflogii_0201860766,47.49,1,1,5.78E3,1,1,1,,144992,Thalassiosira_weissflogii_0201860766
193,3058,Thalassiosira_weissflogii_0203319670,47.49,1,1,5.78E3,1,1,1,,151048,Thalassiosira_weissflogii_0203319670
193,3059,Thalassiosira_weissflogii_0203135946,47.49,1,1,5.78E3,1,1,1,,152703,Thalassiosira_weissflogii_0203135946
193,3060,Thalassiosira_weissflogii_0203200254,47.49,1,1,5.78E3,1,1,1,,153962,Thalassiosira_weissflogii_0203200254
193,39169,Thalassiosira_weissflogii_0203474240,47.49,3,3,5.78E3,1,1,1,,52673,Thalassiosira_weissflogii_0203474240
175,82,Thalassiosira_weissflogii_0203217746,47.46,2,2,2.55E4,1,1,1,,74246,Thalassiosira_weissflogii_0203217746
171,39126,Thalassiosira_weissflogii_0201757792,47.46,3,3,3.3E5,1,1,2,Carbamidomethylation,35074,Thalassiosira_weissflogii_0201757792
113,22816,Thalassiosira_weissflogii_0171369240,46.87,8,8,4.86E5,1,1,2,,12382,Thalassiosira_weissflogii_0171369240
138,281,Thalassiosira_weissflogii_0201827616,46.63,3,3,1.42E5,2,2,2,,62612,Thalassiosira_weissflogii_0201827616
160,290,Thalassiosira_weissflogii_0203135488,45.94,2,2,6.56E4,1,1,1,Oxidation (M),50170,Thalassiosira_weissflogii_0203135488
160,289,Thalassiosira_weissflogii_0203608338,45.94,4,4,6.56E4,1,1,1,Oxidation (M),24708,Thalassiosira_weissflogii_0203608338
133,39105,Thalassiosira_weissflogii_0203294658,45.93,6,6,4.22E5,2,2,2,,17535,Thalassiosira_weissflogii_0203294658
155,696,Thalassiosira_weissflogii_0203362160,45.87,3,3,2.24E5,1,1,1,Carbamidomethylation,27040,Thalassiosira_weissflogii_0203362160
163,31,tr|A0A089VIJ5|A0A089VIJ5_THAWE,45.81,2,2,3.13E5,1,1,2,Carbamidomethylation,81999,Photosystem I P700 chlorophyll a apoprotein A2 OS=Thalassiosira weissflogii OX=1577725 GN=psaB PE=3 SV=1
161,468,Thalassiosira_weissflogii_0203443836,45.32,0,0,7.67E4,1,1,1,,302684,Thalassiosira_weissflogii_0203443836
140,156,Thalassiosira_weissflogii_0171418338,45.10,9,9,4.24E5,2,2,2,,21099,Thalassiosira_weissflogii_0171418338
156,602,tr|A0A089X914|A0A089X914_THAWE,44.14,5,5,6.96E4,1,1,1,,20849,ATP synthase subunit b  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpF PE=3 SV=1
192,39156,Thalassiosira_weissflogii_0203319140,43.98,3,3,7.44E4,1,1,1,Carbamidomethylation,43864,Thalassiosira_weissflogii_0203319140
136,903,Thalassiosira_weissflogii_0203407640,43.74,3,3,1.4E5,1,1,1,,43350,Thalassiosira_weissflogii_0203407640
139,39108,Thalassiosira_weissflogii_0171372482,43.59,4,4,2.13E4,1,1,1,,35580,Thalassiosira_weissflogii_0171372482
152,39096,Thalassiosira_weissflogii_0203505514,42.93,1,1,1.12E5,1,1,1,,72228,Thalassiosira_weissflogii_0203505514
174,39103,Thalassiosira_weissflogii_0203140972,42.87,7,7,1.21E5,2,1,2,Carbamidomethylation,25984,Thalassiosira_weissflogii_0203140972
172,634,Thalassiosira_weissflogii_0203273400,41.75,6,6,7.32E5,2,1,3,Carbamidomethylation,25096,Thalassiosira_weissflogii_0203273400
172,625,Thalassiosira_weissflogii_0203522088,41.75,6,6,7.32E5,2,1,3,Carbamidomethylation,26794,Thalassiosira_weissflogii_0203522088
172,635,Thalassiosira_weissflogii_0201778388,41.75,6,6,7.32E5,2,1,3,Carbamidomethylation,26716,Thalassiosira_weissflogii_0201778388
168,39486,Thalassiosira_weissflogii_0201783116,41.60,4,4,6.99E4,2,2,2,,44800,Thalassiosira_weissflogii_0201783116
166,39128,Thalassiosira_weissflogii_0203079806,41.50,2,2,1.12E5,1,1,1,,41010,Thalassiosira_weissflogii_0203079806
162,601,Thalassiosira_weissflogii_0171415896,41.28,14,14,7.06E5,2,2,4,,14986,Thalassiosira_weissflogii_0171415896
277,39290,Thalassiosira_weissflogii_0203141268,41.09,3,3,1.51E5,2,2,2,,68774,Thalassiosira_weissflogii_0203141268
277,39291,Thalassiosira_weissflogii_0171379300,41.09,3,3,1.51E5,2,2,2,,72106,Thalassiosira_weissflogii_0171379300
187,9603,Thalassiosira_weissflogii_0203108634,41.00,2,2,2.45E5,1,1,1,,62461,Thalassiosira_weissflogii_0203108634
187,9614,Thalassiosira_weissflogii_0201801436,41.00,2,2,2.45E5,1,1,1,,70760,Thalassiosira_weissflogii_0201801436
187,9615,Thalassiosira_weissflogii_0203168964,41.00,2,2,2.45E5,1,1,1,,71146,Thalassiosira_weissflogii_0203168964
159,259,Thalassiosira_weissflogii_0203305774,40.81,3,3,1.2E5,1,1,1,,37155,Thalassiosira_weissflogii_0203305774
278,1925,Thalassiosira_weissflogii_0203389058,40.59,7,7,1.65E5,2,2,2,,27835,Thalassiosira_weissflogii_0203389058
256,39288,Thalassiosira_weissflogii_0203349376,40.51,5,5,3.18E5,1,1,1,,15679,Thalassiosira_weissflogii_0203349376
256,39289,Thalassiosira_weissflogii_0201756690,40.51,5,5,3.18E5,1,1,1,,15983,Thalassiosira_weissflogii_0201756690
147,39158,Thalassiosira_weissflogii_0171329804,40.31,6,6,2.62E6,1,1,3,,18537,Thalassiosira_weissflogii_0171329804
130,39206,tr|A0A089VQH8|A0A089VQH8_THAWE,40.19,10,10,1.7E6,1,1,2,,9559,50S ribosomal protein L29  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=rpl29 PE=3 SV=1
202,251,Thalassiosira_weissflogii_0203481454,39.99,2,2,6.82E4,1,1,1,,59931,Thalassiosira_weissflogii_0203481454
202,252,Thalassiosira_weissflogii_0201801010,39.99,2,2,6.82E4,1,1,1,,61130,Thalassiosira_weissflogii_0201801010
202,253,Thalassiosira_weissflogii_0171390026,39.99,2,2,6.82E4,1,1,1,,61779,Thalassiosira_weissflogii_0171390026
202,254,Thalassiosira_weissflogii_0203551214,39.99,2,2,6.82E4,1,1,1,,61469,Thalassiosira_weissflogii_0203551214
274,39279,Thalassiosira_weissflogii_0171421372,39.91,9,9,2.04E5,1,1,1,,13387,Thalassiosira_weissflogii_0171421372
110,386,Thalassiosira_weissflogii_0203397068,38.96,10,10,8E5,1,1,5,Oxidation (M),14970,Thalassiosira_weissflogii_0203397068
186,39111,Thalassiosira_weissflogii_0203363640,38.45,3,3,8.89E3,1,1,1,,30994,Thalassiosira_weissflogii_0203363640
186,39112,Thalassiosira_weissflogii_0201836810,38.45,3,3,8.89E3,1,1,1,,31352,Thalassiosira_weissflogii_0201836810
186,39113,Thalassiosira_weissflogii_0203277698,38.45,4,4,8.89E3,1,1,1,,26841,Thalassiosira_weissflogii_0203277698
186,39117,Thalassiosira_weissflogii_0203319212,38.45,2,2,8.89E3,1,1,1,,52369,Thalassiosira_weissflogii_0203319212
186,39116,Thalassiosira_weissflogii_0203258884,38.45,3,3,8.89E3,1,1,1,,34897,Thalassiosira_weissflogii_0203258884
189,381,Thalassiosira_weissflogii_0171415738,38.28,1,1,1.07E5,1,1,1,,68100,Thalassiosira_weissflogii_0171415738
189,388,Thalassiosira_weissflogii_0171354090,38.28,1,1,1.07E5,1,1,1,,67006,Thalassiosira_weissflogii_0171354090
149,337,Thalassiosira_weissflogii_0203475168,37.83,1,1,1.57E5,1,1,1,,110799,Thalassiosira_weissflogii_0203475168
149,338,Thalassiosira_weissflogii_0203506230,37.83,1,1,1.57E5,1,1,1,,117499,Thalassiosira_weissflogii_0203506230
149,335,Thalassiosira_weissflogii_0201799320,37.83,1,1,1.57E5,1,1,1,,104874,Thalassiosira_weissflogii_0201799320
149,336,Thalassiosira_weissflogii_0203321014,37.83,1,1,1.57E5,1,1,1,,107703,Thalassiosira_weissflogii_0203321014
149,333,Thalassiosira_weissflogii_0203381698,37.83,1,1,1.57E5,1,1,1,,84878,Thalassiosira_weissflogii_0203381698
149,334,Thalassiosira_weissflogii_0203445568,37.83,1,1,1.57E5,1,1,1,,87157,Thalassiosira_weissflogii_0203445568
177,39115,Thalassiosira_weissflogii_0203090354,37.67,5,5,2.82E5,1,1,1,,30001,Thalassiosira_weissflogii_0203090354
203,39163,Thalassiosira_weissflogii_0201855018,37.29,4,4,2.31E5,1,1,1,,31427,Thalassiosira_weissflogii_0201855018
203,39164,Thalassiosira_weissflogii_0201787432,37.29,4,4,2.31E5,1,1,1,,31390,Thalassiosira_weissflogii_0201787432
184,1263,Thalassiosira_weissflogii_0203578936,37.03,1,1,3.03E5,1,1,1,,113445,Thalassiosira_weissflogii_0203578936
196,39161,Thalassiosira_weissflogii_0203368566,36.64,10,10,8.87E4,2,1,2,Carbamidomethylation,17270,Thalassiosira_weissflogii_0203368566
164,39130,Thalassiosira_weissflogii_0203392864,36.49,3,3,5.33E5,2,2,3,,51201,Thalassiosira_weissflogii_0203392864
222,20795,Thalassiosira_weissflogii_0203549518,36.41,4,4,2.1E5,1,1,1,,22688,Thalassiosira_weissflogii_0203549518
200,39146,Thalassiosira_weissflogii_0203477356,36.04,3,3,1.96E5,2,2,2,Carbamidomethylation,61281,Thalassiosira_weissflogii_0203477356
200,39147,Thalassiosira_weissflogii_0203353274,36.04,3,3,1.96E5,2,2,2,Carbamidomethylation,61463,Thalassiosira_weissflogii_0203353274
200,39148,Thalassiosira_weissflogii_0203632302,36.04,3,3,1.96E5,2,2,2,Carbamidomethylation,72052,Thalassiosira_weissflogii_0203632302
200,39144,Thalassiosira_weissflogii_0203383964,36.04,3,3,1.96E5,2,2,2,Carbamidomethylation,74954,Thalassiosira_weissflogii_0203383964
200,39149,Thalassiosira_weissflogii_0171356274,36.04,2,2,1.96E5,2,2,2,Carbamidomethylation,100462,Thalassiosira_weissflogii_0171356274
200,39150,Thalassiosira_weissflogii_0203168354,36.04,2,2,1.96E5,2,2,2,Carbamidomethylation,102505,Thalassiosira_weissflogii_0203168354
179,551,Thalassiosira_weissflogii_0171421126,35.82,4,4,1.88E6,1,1,3,Carbamidomethylation,35174,Thalassiosira_weissflogii_0171421126
179,552,Thalassiosira_weissflogii_0171353804,35.82,3,3,1.88E6,1,1,3,Carbamidomethylation,43699,Thalassiosira_weissflogii_0171353804
285,384,Thalassiosira_weissflogii_0203213458,35.56,2,2,1.6E5,1,1,1,,46772,Thalassiosira_weissflogii_0203213458
285,396,Thalassiosira_weissflogii_0203369530,35.56,2,2,1.6E5,1,1,1,,48011,Thalassiosira_weissflogii_0203369530
283,731,Thalassiosira_weissflogii_0203598524,35.13,1,1,1.58E5,1,1,1,,125335,Thalassiosira_weissflogii_0203598524
283,729,Thalassiosira_weissflogii_0203322302,35.13,1,1,1.58E5,1,1,1,,121683,Thalassiosira_weissflogii_0203322302
283,730,Thalassiosira_weissflogii_0201799406,35.13,1,1,1.58E5,1,1,1,,125355,Thalassiosira_weissflogii_0201799406
283,732,Thalassiosira_weissflogii_0203452420,35.13,1,1,1.58E5,1,1,1,,126454,Thalassiosira_weissflogii_0203452420
283,744,Thalassiosira_weissflogii_0203289744,35.13,1,1,1.58E5,1,1,1,,129369,Thalassiosira_weissflogii_0203289744
188,39189,Thalassiosira_weissflogii_0203247132,33.09,3,3,2.68E5,1,1,1,,34317,Thalassiosira_weissflogii_0203247132
201,39378,tr|A0A089VQB5|A0A089VQB5_THAWE,33.05,6,6,6.57E5,1,1,1,,17320,ATP synthase subunit b'  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpG PE=3 SV=1
259,180991,Thalassiosira_weissflogii_0201799254,32.80,2,2,1.46E5,1,1,1,Deamidation (NQ),90508,Thalassiosira_weissflogii_0201799254
259,113236,Thalassiosira_weissflogii_0203535838,32.80,1,1,1.46E5,1,1,1,Deamidation (NQ),141090,Thalassiosira_weissflogii_0203535838
259,28309,Thalassiosira_weissflogii_0203381166,32.80,1,1,1.46E5,1,1,1,Deamidation (NQ),141836,Thalassiosira_weissflogii_0203381166
306,20649,Thalassiosira_weissflogii_0203470808,32.64,3,3,1.36E5,1,1,1,,33934,Thalassiosira_weissflogii_0203470808
306,20650,Thalassiosira_weissflogii_0203112010,32.64,3,3,1.36E5,1,1,1,,34144,Thalassiosira_weissflogii_0203112010
242,21175,Thalassiosira_weissflogii_0171388244,31.98,2,2,1.45E5,1,1,1,,74905,Thalassiosira_weissflogii_0171388244
242,21176,Thalassiosira_weissflogii_0171356158,31.98,2,2,1.45E5,1,1,1,,81080,Thalassiosira_weissflogii_0171356158
242,21177,Thalassiosira_weissflogii_0203444012,31.98,2,2,1.45E5,1,1,1,,83021,Thalassiosira_weissflogii_0203444012
242,20919,Thalassiosira_weissflogii_0171449622,31.98,2,2,1.45E5,1,1,1,,81775,Thalassiosira_weissflogii_0171449622
242,21039,Thalassiosira_weissflogii_0203539966,31.98,2,2,1.45E5,1,1,1,,79567,Thalassiosira_weissflogii_0203539966
242,21038,Thalassiosira_weissflogii_0203505812,31.98,2,2,1.45E5,1,1,1,,76940,Thalassiosira_weissflogii_0203505812
198,311,Thalassiosira_weissflogii_0201805882,30.64,3,3,4.83E5,1,1,1,,25794,Thalassiosira_weissflogii_0201805882
213,385,Thalassiosira_weissflogii_0201742992,30.48,4,4,4.85E4,1,1,1,,25930,Thalassiosira_weissflogii_0201742992
653,470,Thalassiosira_weissflogii_0203584202,30.09,3,3,4E4,1,1,1,,40357,Thalassiosira_weissflogii_0203584202
197,39182,Thalassiosira_weissflogii_0203179192,29.66,6,6,3.45E5,1,1,2,,19304,Thalassiosira_weissflogii_0203179192
298,39198,Thalassiosira_weissflogii_0171426512,29.46,4,4,1.42E5,1,1,1,,23360,Thalassiosira_weissflogii_0171426512
284,39184,Thalassiosira_weissflogii_0203140510,29.16,2,2,3.27E5,1,1,1,,57387,Thalassiosira_weissflogii_0203140510
284,39185,Thalassiosira_weissflogii_0171386104,29.16,1,1,3.27E5,1,1,1,,67757,Thalassiosira_weissflogii_0171386104
284,39181,Thalassiosira_weissflogii_0203382560,29.16,1,1,3.27E5,1,1,1,,68301,Thalassiosira_weissflogii_0203382560
284,39190,Thalassiosira_weissflogii_0203171318,29.16,1,1,3.27E5,1,1,1,,62580,Thalassiosira_weissflogii_0203171318
180,644,Thalassiosira_weissflogii_0203277612,28.82,19,19,7.4E5,1,1,1,,5756,Thalassiosira_weissflogii_0203277612
212,422,Thalassiosira_weissflogii_0171421366,27.55,4,4,5.05E5,1,1,3,,27428,Thalassiosira_weissflogii_0171421366
275,81039,Thalassiosira_weissflogii_0203536396,27.06,1,1,8.13E5,1,1,1,,203247,Thalassiosira_weissflogii_0203536396
275,81032,Thalassiosira_weissflogii_0203505632,27.06,1,1,8.13E5,1,1,1,,207813,Thalassiosira_weissflogii_0203505632
443,586,Thalassiosira_weissflogii_0171415754,25.51,2,2,2.13E4,1,1,1,,53338,Thalassiosira_weissflogii_0171415754
443,518,Thalassiosira_weissflogii_0171446640,25.51,2,2,2.13E4,1,1,1,,62534,Thalassiosira_weissflogii_0171446640
443,527,Thalassiosira_weissflogii_0201799608,25.51,2,2,2.13E4,1,1,1,,63518,Thalassiosira_weissflogii_0201799608
443,585,Thalassiosira_weissflogii_0203412820,25.51,2,2,2.13E4,1,1,1,,50678,Thalassiosira_weissflogii_0203412820
443,23646,Thalassiosira_weissflogii_0203417416,25.51,4,4,2.13E4,1,1,1,,27479,Thalassiosira_weissflogii_0203417416
443,584,Thalassiosira_weissflogii_0203381430,25.51,2,2,2.13E4,1,1,1,,45296,Thalassiosira_weissflogii_0203381430
265,39254,Thalassiosira_weissflogii_0203516968,25.13,2,2,8.29E5,1,1,1,,49192,Thalassiosira_weissflogii_0203516968
265,39255,Thalassiosira_weissflogii_0171361160,25.13,2,2,8.29E5,1,1,1,,49785,Thalassiosira_weissflogii_0171361160
483,23468,Thalassiosira_weissflogii_0203260354,25.01,1,1,3.58E4,1,1,1,,174599,Thalassiosira_weissflogii_0203260354
483,22161,Thalassiosira_weissflogii_0201861396,25.01,1,1,3.58E4,1,1,1,,174689,Thalassiosira_weissflogii_0201861396
483,23469,Thalassiosira_weissflogii_0203445940,25.01,1,1,3.58E4,1,1,1,,178874,Thalassiosira_weissflogii_0203445940
483,210050,Thalassiosira_weissflogii_0203200988,25.01,1,1,3.58E4,1,1,1,,192955,Thalassiosira_weissflogii_0203200988
483,42155,Thalassiosira_weissflogii_0171355254,25.01,1,1,3.58E4,1,1,1,,177738,Thalassiosira_weissflogii_0171355254
483,210055,Thalassiosira_weissflogii_0201769564,25.01,1,1,3.58E4,1,1,1,,96678,Thalassiosira_weissflogii_0201769564
483,210056,Thalassiosira_weissflogii_0203597624,25.01,1,1,3.58E4,1,1,1,,107649,Thalassiosira_weissflogii_0203597624
396,1768,Thalassiosira_weissflogii_0201769670,24.97,1,1,1.73E5,1,1,1,,173434,Thalassiosira_weissflogii_0201769670
396,1397,Thalassiosira_weissflogii_0203290104,24.97,1,1,1.73E5,1,1,1,,197852,Thalassiosira_weissflogii_0203290104
396,1767,Thalassiosira_weissflogii_0171448400,24.97,1,1,1.73E5,1,1,1,,173150,Thalassiosira_weissflogii_0171448400
481,39230,Thalassiosira_weissflogii_0203289322,24.94,1,1,3.46E4,1,1,1,,104939,Thalassiosira_weissflogii_0203289322
418,3266,Thalassiosira_weissflogii_0203628252,24.69,1,1,4.99E5,1,1,1,,125958,Thalassiosira_weissflogii_0203628252
418,27934,Thalassiosira_weissflogii_0203536680,24.69,1,1,4.99E5,1,1,1,,129740,Thalassiosira_weissflogii_0203536680
418,61091,Thalassiosira_weissflogii_0171387364,24.69,1,1,4.99E5,1,1,1,,101533,Thalassiosira_weissflogii_0171387364
418,61092,Thalassiosira_weissflogii_0171418044,24.69,1,1,4.99E5,1,1,1,,108137,Thalassiosira_weissflogii_0171418044
418,3265,Thalassiosira_weissflogii_0203476160,24.69,1,1,4.99E5,1,1,1,,124589,Thalassiosira_weissflogii_0203476160
418,60369,Thalassiosira_weissflogii_0203171310,24.69,1,1,4.99E5,1,1,1,,125953,Thalassiosira_weissflogii_0203171310
418,4103,Thalassiosira_weissflogii_0171449918,24.69,1,1,4.99E5,1,1,1,,125605,Thalassiosira_weissflogii_0171449918
418,3267,Thalassiosira_weissflogii_0201770632,24.69,1,1,4.99E5,1,1,1,,126422,Thalassiosira_weissflogii_0201770632
418,3268,Thalassiosira_weissflogii_0203383208,24.69,1,1,4.99E5,1,1,1,,127292,Thalassiosira_weissflogii_0203383208
418,60370,Thalassiosira_weissflogii_0203508882,24.69,1,1,4.99E5,1,1,1,,138841,Thalassiosira_weissflogii_0203508882
209,39248,Thalassiosira_weissflogii_0171389182,24.38,3,3,1.04E5,1,1,1,,28502,Thalassiosira_weissflogii_0171389182
209,39249,Thalassiosira_weissflogii_0171432918,24.38,2,2,1.04E5,1,1,1,,45843,Thalassiosira_weissflogii_0171432918
834,39543,Thalassiosira_weissflogii_0201775482,24.33,4,4,5.49E4,1,1,1,,27882,Thalassiosira_weissflogii_0201775482
195,39125,Thalassiosira_weissflogii_0201808416,24.17,2,2,1.37E5,1,1,2,,50570,Thalassiosira_weissflogii_0201808416
654,39244,Thalassiosira_weissflogii_0203329010,24.01,4,4,8.91E3,1,1,1,,29610,Thalassiosira_weissflogii_0203329010
287,330,Thalassiosira_weissflogii_0203319126,23.89,3,3,1.69E5,1,1,2,,32488,Thalassiosira_weissflogii_0203319126
739,158124,Thalassiosira_weissflogii_0201772594,23.85,2,2,7.56E4,1,1,1,,41089,Thalassiosira_weissflogii_0201772594
739,158125,Thalassiosira_weissflogii_0203384942,23.85,2,2,7.56E4,1,1,1,,45005,Thalassiosira_weissflogii_0203384942
307,61519,Thalassiosira_weissflogii_0201833216,23.81,2,2,1.3E5,1,1,1,Deamidation (NQ),54319,Thalassiosira_weissflogii_0201833216
307,60925,Thalassiosira_weissflogii_0203381644,23.81,1,1,1.3E5,1,1,1,Deamidation (NQ),85005,Thalassiosira_weissflogii_0203381644
307,60926,Thalassiosira_weissflogii_0171420436,23.81,1,1,1.3E5,1,1,1,Deamidation (NQ),87154,Thalassiosira_weissflogii_0171420436
307,60885,Thalassiosira_weissflogii_0203201226,23.81,1,1,1.3E5,1,1,1,Deamidation (NQ),89583,Thalassiosira_weissflogii_0203201226
307,934,Thalassiosira_weissflogii_0203416656,23.81,1,1,1.3E5,1,1,1,Deamidation (NQ),92861,Thalassiosira_weissflogii_0203416656
307,60886,Thalassiosira_weissflogii_0203474792,23.81,1,1,1.3E5,1,1,1,Deamidation (NQ),94500,Thalassiosira_weissflogii_0203474792
307,60318,Thalassiosira_weissflogii_0203506066,23.81,1,1,1.3E5,1,1,1,Deamidation (NQ),109948,Thalassiosira_weissflogii_0203506066
307,60319,Thalassiosira_weissflogii_0203601346,23.81,1,1,1.3E5,1,1,1,Deamidation (NQ),111427,Thalassiosira_weissflogii_0203601346
693,27896,Thalassiosira_weissflogii_0203574306,23.63,1,1,2.35E4,1,1,1,,132509,Thalassiosira_weissflogii_0203574306
693,60325,Thalassiosira_weissflogii_0201769878,23.63,1,1,2.35E4,1,1,1,,132124,Thalassiosira_weissflogii_0201769878
664,158224,Thalassiosira_weissflogii_0203259548,23.55,1,1,1.4E5,1,1,1,,97297,Thalassiosira_weissflogii_0203259548
664,210099,Thalassiosira_weissflogii_0203508826,23.55,1,1,1.4E5,1,1,1,,86294,Thalassiosira_weissflogii_0203508826
664,99609,Thalassiosira_weissflogii_0203474828,23.55,1,1,1.4E5,1,1,1,,88740,Thalassiosira_weissflogii_0203474828
664,65493,Thalassiosira_weissflogii_0203289920,23.55,1,1,1.4E5,1,1,1,,92249,Thalassiosira_weissflogii_0203289920
324,210018,Thalassiosira_weissflogii_0203537740,23.24,1,1,2.9E5,1,1,1,,127603,Thalassiosira_weissflogii_0203537740
324,202035,Thalassiosira_weissflogii_0203289050,23.24,1,1,2.9E5,1,1,1,,99316,Thalassiosira_weissflogii_0203289050
324,25226,Thalassiosira_weissflogii_0201799546,23.24,1,1,2.9E5,1,1,1,,119330,Thalassiosira_weissflogii_0201799546
324,25227,Thalassiosira_weissflogii_0203104334,23.24,1,1,2.9E5,1,1,1,,119731,Thalassiosira_weissflogii_0203104334
324,45891,Thalassiosira_weissflogii_0171354018,23.24,1,1,2.9E5,1,1,1,,125508,Thalassiosira_weissflogii_0171354018
