ID,Alignments,SpecCounts,Unique,Coverage,Description,,,,,,,,,,,,
Thalassiosira_weissflogii_0201830454,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201803916,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203448088,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203291688,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203445788,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171417854,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203539140,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203455680,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203231198,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203632658,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201799296,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203200792,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203319674,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171355320,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203240274,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171355710,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203139870,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171366772,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203629950,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171360022,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203232718,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203630614,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203091438,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201864904,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203541078,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203231054,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203259458,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203321466,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203536036,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203109212,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201835174,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171387974,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171427128,1,1,0,0.008,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201771140,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203478614,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201852050,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203383660,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171355576,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203475674,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203232540,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203601126,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203628526,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171395930,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203263220,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203291540,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203446056,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171415916,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203377050,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201779176,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203354518,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203445154,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203135618,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203232930,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203630212,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203505646,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203598978,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201811356,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203291908,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203538346,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171416598,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203414766,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203252894,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203415282,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203443696,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171365708,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203500814,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203261590,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201801688,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203566044,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203107272,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203597282,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171373146,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203324156,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203477838,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171388266,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203137652,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203537978,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171331430,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203477844,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171355616,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203214962,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203630530,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171369712,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201770382,1,1,0,0.009,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203508208,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203566522,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203289226,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203475126,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171384186,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203105314,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171358122,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203413062,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203338628,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203289320,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203265514,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203506530,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171428428,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171356282,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203083016,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171372248,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203515654,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201803762,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203108958,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171421934,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203475590,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203140318,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203320466,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203229414,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203575894,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171448112,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171395050,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201802528,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203385770,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171355476,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201863290,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201773140,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201803222,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201844046,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201829706,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203084612,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203447044,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203202618,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203401034,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203519948,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203299724,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201860916,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171329992,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203506148,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203169102,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203498434,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171428124,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203262576,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171416770,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203628220,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203304842,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203168612,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203202714,1,1,0,0.01,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201830780,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203168276,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171358156,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171447028,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171369840,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203293622,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201772544,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203272650,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171416546,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201824606,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203206072,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203231882,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203108134,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201772218,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201864508,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203171424,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171397428,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203446436,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203353228,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171371322,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203544642,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203570122,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201800140,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203139322,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171387956,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203538170,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201862792,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203477734,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203108762,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203201288,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201862872,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203199720,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203631334,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203448312,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201853908,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203152868,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171444434,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201802750,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203198876,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203600810,1,1,0,0.011,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203101708,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203530532,1,2,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203336438,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203228560,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203138142,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203138864,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203114790,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171447518,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203103378,2,2,0,0.029,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203167498,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203352672,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203600148,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203381338,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203475056,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203139900,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201813078,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203416498,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203631858,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201775194,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203323526,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203416156,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203505340,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171370720,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171329146,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203416112,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203320868,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171383444,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201861752,1,1,0,0.012,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203446702,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201779386,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203079354,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203622482,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171368748,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171420056,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203448054,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203201998,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203105462,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201813228,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201864698,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203106528,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201834348,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203148784,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203416034,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201801988,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201801356,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203475574,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203631412,1,1,0,0.013,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203232682,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203333882,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203544586,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203106384,1,2,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171425106,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203292358,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203385142,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203476536,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201769194,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203079478,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203599254,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203508352,4,4,0,0.06,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203473996,8,16,0,0.046,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203292364,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203137030,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203171200,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203443384,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203136600,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201744050,1,2,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171416460,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203230286,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171419838,1,1,0,0.014,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203171952,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203523098,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203415686,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203186366,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203606918,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203485892,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203190782,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203451936,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203351452,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203385426,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171392206,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203446880,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171451130,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203400590,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203460398,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171404668,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201860518,8,16,0,0.051,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203579186,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201804070,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203334394,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203490260,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203612606,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203354466,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201833028,1,1,0,0.015,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203089184,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171342430,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203140452,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203201882,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203344336,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203240698,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171447994,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203266654,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203200932,1,2,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171426938,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203240054,1,2,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203301806,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203385546,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203425344,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203114378,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201825206,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201862074,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203307106,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203202962,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203577902,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203120094,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203448962,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203489690,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171377730,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203291764,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201773436,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171357042,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203106230,1,1,0,0.016,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203416598,2,2,0,0.035,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203293074,1,1,0,0.027,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203107296,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203519168,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203250348,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171337554,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203326958,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201773036,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203553890,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171413520,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171418478,1,1,0,0.017,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203628344,8,16,0,0.059,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171389148,1,2,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171356384,1,2,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203599042,1,2,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203170414,1,1,0,0.021,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171349992,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171357820,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203268896,1,1,0,0.021,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203570410,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203478792,1,1,0,0.018,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171416902,1,1,0,0.025,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201846846,1,1,0,0.022,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203207034,1,1,0,0.022,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203451770,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201802832,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203327834,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171450076,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203477188,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203417344,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203531590,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203632388,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203243956,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203149214,1,1,0,0.023,,,,,,,,,,,,,
