Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 322_T0_trypsin,Area 322_T0_trypsin,#Peptides,#Unique,#Spec 322_T0_trypsin,PTM,Avg. Mass,Description
141,372,Thalassiosira_weissflogii_0203291990,46.86,11,11,2.84E5,2,2,4,,18335,Thalassiosira_weissflogii_0203291990
140,422,Thalassiosira_weissflogii_0171421366,46.58,4,4,1.53E5,2,2,3,,27428,Thalassiosira_weissflogii_0171421366
57,250,Thalassiosira_weissflogii_0201773748,46.53,3,3,3.24E5,3,2,4,,74468,Thalassiosira_weissflogii_0201773748
78,311,Thalassiosira_weissflogii_0201805882,45.61,11,11,2.73E5,3,3,4,,25794,Thalassiosira_weissflogii_0201805882
104,249,Thalassiosira_weissflogii_0203359074,45.41,6,6,7.46E4,1,1,1,,12879,Thalassiosira_weissflogii_0203359074
108,355,tr|A0A089VQE1|A0A089VQE1_THAWE,45.22,9,9,1.98E6,2,2,5,,23891,Cytochrome b6 OS=Thalassiosira weissflogii OX=1577725 GN=petB PE=3 SV=1
144,470,Thalassiosira_weissflogii_0203584202,44.65,4,4,1.82E5,2,2,4,,40357,Thalassiosira_weissflogii_0203584202
138,443,Thalassiosira_weissflogii_0201769216,44.57,8,8,1.72E5,2,2,3,,16858,Thalassiosira_weissflogii_0201769216
124,255,Thalassiosira_weissflogii_0203082924,44.45,9,9,2.62E5,3,3,4,,28271,Thalassiosira_weissflogii_0203082924
172,464,tr|A0A089VKI6|A0A089VKI6_THAWE,43.87,7,7,1.5E5,1,1,2,,15533,Photosystem I subunit II OS=Thalassiosira weissflogii OX=1577725 GN=psaD PE=4 SV=1
102,297,Thalassiosira_weissflogii_0203449252,43.80,6,6,8.98E4,1,1,1,,17299,Thalassiosira_weissflogii_0203449252
102,298,Thalassiosira_weissflogii_0203482386,43.80,4,4,8.98E4,1,1,1,,23883,Thalassiosira_weissflogii_0203482386
102,299,Thalassiosira_weissflogii_0203120008,43.80,4,4,8.98E4,1,1,1,,25209,Thalassiosira_weissflogii_0203120008
165,328,Thalassiosira_weissflogii_0201828998,43.28,3,3,1.21E5,1,1,2,,31962,Thalassiosira_weissflogii_0201828998
165,329,Thalassiosira_weissflogii_0203258534,43.28,3,3,1.21E5,1,1,2,,32139,Thalassiosira_weissflogii_0203258534
165,330,Thalassiosira_weissflogii_0203319126,43.28,3,3,1.21E5,1,1,2,,32488,Thalassiosira_weissflogii_0203319126
165,332,Thalassiosira_weissflogii_0203628274,43.28,3,3,1.21E5,1,1,2,,33235,Thalassiosira_weissflogii_0203628274
165,331,Thalassiosira_weissflogii_0171384392,43.28,3,3,1.21E5,1,1,2,,32813,Thalassiosira_weissflogii_0171384392
84,205,Thalassiosira_weissflogii_0203323600,43.26,5,5,2.08E5,3,3,5,Carbamidomethylation,62910,Thalassiosira_weissflogii_0203323600
84,206,Thalassiosira_weissflogii_0203107868,43.26,5,5,2.08E5,3,3,5,Carbamidomethylation,64828,Thalassiosira_weissflogii_0203107868
84,207,Thalassiosira_weissflogii_0203169094,43.26,5,5,2.08E5,3,3,5,Carbamidomethylation,67934,Thalassiosira_weissflogii_0203169094
84,209,tr|A0A089VP72|A0A089VP72_THAWE,43.26,5,5,2.08E5,3,3,5,Carbamidomethylation,69843,ATP-dependent zinc metalloprotease FtsH OS=Thalassiosira weissflogii OX=1577725 GN=ftsH PE=3 SV=1
135,376,Thalassiosira_weissflogii_0171446960,42.98,3,3,2.5E5,3,3,4,,79982,Thalassiosira_weissflogii_0171446960
135,381,Thalassiosira_weissflogii_0171415738,42.98,3,3,2.5E5,3,3,4,,68100,Thalassiosira_weissflogii_0171415738
135,388,Thalassiosira_weissflogii_0171354090,42.98,3,3,2.5E5,3,3,4,,67006,Thalassiosira_weissflogii_0171354090
89,316,Thalassiosira_weissflogii_0201845386,42.61,6,6,1.68E6,2,2,3,,26863,Thalassiosira_weissflogii_0201845386
96,314,Thalassiosira_weissflogii_0171402288,42.52,2,2,8.31E4,2,2,2,,80690,Thalassiosira_weissflogii_0171402288
126,532,Thalassiosira_weissflogii_0203567168,42.48,12,12,6.65E4,2,2,3,,13998,Thalassiosira_weissflogii_0203567168
95,327,Thalassiosira_weissflogii_0203613796,41.67,9,9,2.03E6,2,2,6,,21033,Thalassiosira_weissflogii_0203613796
164,382,Thalassiosira_weissflogii_0171350576,41.51,3,3,1.38E5,2,2,3,,84196,Thalassiosira_weissflogii_0171350576
113,389,Thalassiosira_weissflogii_0203395776,41.01,8,8,1.86E5,2,2,3,Carbamidomethylation,21887,Thalassiosira_weissflogii_0203395776
120,572,Thalassiosira_weissflogii_0171329028,40.45,14,14,8.03E4,2,2,2,,14508,Thalassiosira_weissflogii_0171329028
120,573,Thalassiosira_weissflogii_0203183264,40.45,14,14,8.03E4,2,2,2,,14753,Thalassiosira_weissflogii_0203183264
120,574,Thalassiosira_weissflogii_0203138818,40.45,10,10,8.03E4,2,2,2,,19684,Thalassiosira_weissflogii_0203138818
120,575,Thalassiosira_weissflogii_0203104222,40.45,10,10,8.03E4,2,2,2,,19970,Thalassiosira_weissflogii_0203104222
94,387,tr|A0A089X9C8|A0A089X9C8_THAWE,40.29,50,50,3.91E6,2,2,7,,4008,Photosystem II protein Y OS=Thalassiosira weissflogii OX=1577725 GN=psbY PE=3 SV=1
117,304,Thalassiosira_weissflogii_0203598492,40.27,3,3,1.98E5,3,3,3,,84598,Thalassiosira_weissflogii_0203598492
117,305,Thalassiosira_weissflogii_0201769984,40.27,3,3,1.98E5,3,3,3,,84719,Thalassiosira_weissflogii_0201769984
155,288,Thalassiosira_weissflogii_0203399598,39.73,3,3,1.03E5,2,2,2,Carbamidomethylation,74976,Thalassiosira_weissflogii_0203399598
97,307,Thalassiosira_weissflogii_0203326780,39.28,5,5,6.62E5,2,2,5,,32320,Thalassiosira_weissflogii_0203326780
81,369,Thalassiosira_weissflogii_0201744918,39.10,7,7,4.67E5,2,2,3,,23734,Thalassiosira_weissflogii_0201744918
132,401,Thalassiosira_weissflogii_0203259946,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,64550,Thalassiosira_weissflogii_0203259946
132,402,Thalassiosira_weissflogii_0171446626,38.68,2,2,1.21E5,2,1,2,Carbamidomethylation,69792,Thalassiosira_weissflogii_0171446626
132,417,Thalassiosira_weissflogii_0203412232,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,58000,Thalassiosira_weissflogii_0203412232
132,406,Thalassiosira_weissflogii_0203138762,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,59304,Thalassiosira_weissflogii_0203138762
132,407,Thalassiosira_weissflogii_0203319614,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,60628,Thalassiosira_weissflogii_0203319614
132,408,Thalassiosira_weissflogii_0203504926,38.68,2,2,1.21E5,2,1,2,Carbamidomethylation,76299,Thalassiosira_weissflogii_0203504926
132,403,Thalassiosira_weissflogii_0171384422,38.68,2,2,1.21E5,2,1,2,Carbamidomethylation,78771,Thalassiosira_weissflogii_0171384422
132,409,Thalassiosira_weissflogii_0203381374,38.68,2,2,1.21E5,2,1,2,Carbamidomethylation,81822,Thalassiosira_weissflogii_0203381374
132,410,Thalassiosira_weissflogii_0201799292,38.68,2,2,1.21E5,2,1,2,Carbamidomethylation,82543,Thalassiosira_weissflogii_0201799292
132,404,Thalassiosira_weissflogii_0203535754,38.68,2,2,1.21E5,2,1,2,Carbamidomethylation,83069,Thalassiosira_weissflogii_0203535754
132,433,Thalassiosira_weissflogii_0203289184,38.68,4,4,1.21E5,2,1,2,Carbamidomethylation,40848,Thalassiosira_weissflogii_0203289184
132,429,Thalassiosira_weissflogii_0171415872,38.68,4,4,1.21E5,2,1,2,Carbamidomethylation,41346,Thalassiosira_weissflogii_0171415872
132,430,Thalassiosira_weissflogii_0203474206,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,52200,Thalassiosira_weissflogii_0203474206
132,448,Thalassiosira_weissflogii_0171354016,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,53250,Thalassiosira_weissflogii_0171354016
132,431,Thalassiosira_weissflogii_0203628786,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,58398,Thalassiosira_weissflogii_0203628786
132,432,Thalassiosira_weissflogii_0203198412,38.68,3,3,1.21E5,2,1,2,Carbamidomethylation,59090,Thalassiosira_weissflogii_0203198412
166,370,Thalassiosira_weissflogii_0203230112,38.57,1,1,3.81E4,2,2,2,,140164,Thalassiosira_weissflogii_0203230112
130,589,Thalassiosira_weissflogii_0171357220,38.35,6,6,6.88E5,2,2,3,,17182,Thalassiosira_weissflogii_0171357220
121,319,Thalassiosira_weissflogii_0171356290,38.01,5,5,2.5E5,2,2,4,,47343,Thalassiosira_weissflogii_0171356290
100,385,Thalassiosira_weissflogii_0201742992,37.68,7,7,5.96E5,2,2,5,,25930,Thalassiosira_weissflogii_0201742992
156,309,Thalassiosira_weissflogii_0203244520,37.24,2,2,3.57E4,1,1,2,,57692,Thalassiosira_weissflogii_0203244520
142,440,Thalassiosira_weissflogii_0203573276,37.12,7,7,7.41E4,2,2,2,,26723,Thalassiosira_weissflogii_0203573276
127,346,Thalassiosira_weissflogii_0201788838,37.12,3,3,1.28E5,1,1,2,,47433,Thalassiosira_weissflogii_0201788838
158,413,Thalassiosira_weissflogii_0203412222,36.71,5,5,2.5E5,2,2,3,Carbamidomethylation; Oxidation (M),42375,Thalassiosira_weissflogii_0203412222
158,414,Thalassiosira_weissflogii_0203597848,36.71,5,5,2.5E5,2,2,3,Carbamidomethylation; Oxidation (M),43175,Thalassiosira_weissflogii_0203597848
158,415,Thalassiosira_weissflogii_0201768036,36.71,5,5,2.5E5,2,2,3,Carbamidomethylation; Oxidation (M),43712,Thalassiosira_weissflogii_0201768036
161,373,Thalassiosira_weissflogii_0171447174,36.64,5,5,8.39E4,2,2,2,,53956,Thalassiosira_weissflogii_0171447174
161,374,Thalassiosira_weissflogii_0203288878,36.64,4,4,8.39E4,2,2,2,,56312,Thalassiosira_weissflogii_0203288878
161,371,Thalassiosira_weissflogii_0203628010,36.64,4,4,8.39E4,2,2,2,,63645,Thalassiosira_weissflogii_0203628010
161,364,Thalassiosira_weissflogii_0201836018,36.64,4,4,8.39E4,2,2,2,,60265,Thalassiosira_weissflogii_0201836018
161,366,Thalassiosira_weissflogii_0203443106,36.64,4,4,8.39E4,2,2,2,,62824,Thalassiosira_weissflogii_0203443106
161,360,Thalassiosira_weissflogii_0203596466,36.64,4,4,8.39E4,2,2,2,,62636,Thalassiosira_weissflogii_0203596466
161,365,Thalassiosira_weissflogii_0203539084,36.64,4,4,8.39E4,2,2,2,,62824,Thalassiosira_weissflogii_0203539084
114,412,Thalassiosira_weissflogii_0203123778,36.50,9,9,7.83E5,2,2,5,Carbamidomethylation,20119,Thalassiosira_weissflogii_0203123778
152,326,Thalassiosira_weissflogii_0203356870,35.95,6,6,1.29E5,2,2,2,Oxidation (M),27706,Thalassiosira_weissflogii_0203356870
145,458,Thalassiosira_weissflogii_0171420470,35.90,4,4,2.65E4,1,1,2,,28334,Thalassiosira_weissflogii_0171420470
145,456,Thalassiosira_weissflogii_0203509184,35.90,3,3,2.65E4,1,1,2,,39437,Thalassiosira_weissflogii_0203509184
145,460,Thalassiosira_weissflogii_0203415430,35.90,2,2,2.65E4,1,1,2,,45966,Thalassiosira_weissflogii_0203415430
145,459,Thalassiosira_weissflogii_0171358472,35.90,2,2,2.65E4,1,1,2,,46566,Thalassiosira_weissflogii_0171358472
145,461,Thalassiosira_weissflogii_0201864688,35.90,3,3,2.65E4,1,1,2,,37010,Thalassiosira_weissflogii_0201864688
145,462,Thalassiosira_weissflogii_0203539640,35.90,2,2,2.65E4,1,1,2,,45015,Thalassiosira_weissflogii_0203539640
136,339,Thalassiosira_weissflogii_0203520990,34.75,1,1,2.69E4,1,1,1,Deamidation(N),166480,Thalassiosira_weissflogii_0203520990
143,450,Thalassiosira_weissflogii_0203104108,34.47,16,16,7.35E5,2,2,3,,12050,Thalassiosira_weissflogii_0203104108
139,397,Thalassiosira_weissflogii_0203569292,33.86,2,2,1.51E5,2,2,3,,83049,Thalassiosira_weissflogii_0203569292
139,400,Thalassiosira_weissflogii_0203627780,33.86,2,2,1.51E5,2,2,3,,88187,Thalassiosira_weissflogii_0203627780
139,399,Thalassiosira_weissflogii_0203322276,33.86,2,2,1.51E5,2,2,3,,89046,Thalassiosira_weissflogii_0203322276
139,398,Thalassiosira_weissflogii_0171354124,33.86,2,2,1.51E5,2,2,3,,86083,Thalassiosira_weissflogii_0171354124
139,444,Thalassiosira_weissflogii_0203386088,33.86,5,5,1.51E5,2,2,3,,36066,Thalassiosira_weissflogii_0203386088
147,517,Thalassiosira_weissflogii_0171351796,33.26,9,9,1.84E5,1,1,4,,13751,Thalassiosira_weissflogii_0171351796
128,455,Thalassiosira_weissflogii_0171423046,31.60,2,2,2.36E5,2,2,3,Carbamidomethylation,80608,Thalassiosira_weissflogii_0171423046
176,522,Thalassiosira_weissflogii_0203383322,31.53,2,2,1.97E5,1,1,3,,49873,Thalassiosira_weissflogii_0203383322
176,521,Thalassiosira_weissflogii_0203542306,31.53,2,2,1.97E5,1,1,3,,49884,Thalassiosira_weissflogii_0203542306
196,325,Thalassiosira_weissflogii_0203211260,31.15,2,2,2.88E5,1,1,1,,48610,Thalassiosira_weissflogii_0203211260
163,636,Thalassiosira_weissflogii_0203102818,30.92,4,4,2.76E5,1,1,1,,33942,Thalassiosira_weissflogii_0203102818
163,637,tr|A0A089VKH6|A0A089VKH6_THAWE,30.92,3,3,2.76E5,1,1,1,,39534,Mg-protoporphyrin IX chelatase OS=Thalassiosira weissflogii OX=1577725 GN=chlI PE=3 SV=1
173,551,Thalassiosira_weissflogii_0171421126,30.86,4,4,1.17E6,1,1,3,Carbamidomethylation,35174,Thalassiosira_weissflogii_0171421126
173,552,Thalassiosira_weissflogii_0171353804,30.86,3,3,1.17E6,1,1,3,Carbamidomethylation,43699,Thalassiosira_weissflogii_0171353804
187,348,Thalassiosira_weissflogii_0203333882,30.80,2,2,1.88E5,1,1,1,,48675,Thalassiosira_weissflogii_0203333882
186,354,Thalassiosira_weissflogii_0203541550,30.67,14,14,1.77E5,2,2,2,,16958,Thalassiosira_weissflogii_0203541550
137,258,Thalassiosira_weissflogii_0171360526,30.55,2,2,1.45E5,1,1,2,,51911,Thalassiosira_weissflogii_0171360526
174,347,Thalassiosira_weissflogii_0201744384,29.82,1,1,7.27E4,1,1,1,Carbamidomethylation,71824,Thalassiosira_weissflogii_0201744384
213,419,Thalassiosira_weissflogii_0203249594,29.78,2,2,3.93E4,1,1,1,,54798,Thalassiosira_weissflogii_0203249594
192,516,Thalassiosira_weissflogii_0201768196,29.75,0,0,1.17E5,1,1,1,,237822,Thalassiosira_weissflogii_0201768196
150,718,Thalassiosira_weissflogii_0203251120,29.67,2,2,2.84E4,2,1,2,,93482,Thalassiosira_weissflogii_0203251120
359,602,tr|A0A089X914|A0A089X914_THAWE,29.62,5,5,5.82E4,1,1,1,,20849,ATP synthase subunit b  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpF PE=3 SV=1
168,436,Thalassiosira_weissflogii_0203399532,29.47,1,1,2.54E4,1,1,2,,100188,Thalassiosira_weissflogii_0203399532
148,580,Thalassiosira_weissflogii_0171338042,29.27,5,5,4.68E4,1,1,2,,18993,Thalassiosira_weissflogii_0171338042
148,583,Thalassiosira_weissflogii_0203135618,29.27,1,1,4.68E4,1,1,2,,76693,Thalassiosira_weissflogii_0203135618
148,524,Thalassiosira_weissflogii_0201771140,29.27,1,1,4.68E4,1,1,2,,79970,Thalassiosira_weissflogii_0201771140
148,525,Thalassiosira_weissflogii_0203321466,29.27,1,1,4.68E4,1,1,2,,80647,Thalassiosira_weissflogii_0203321466
181,40060,Thalassiosira_weissflogii_0203105564,29.24,2,2,8.33E4,1,1,2,,69709,Thalassiosira_weissflogii_0203105564
122,427,Thalassiosira_weissflogii_0171368876,28.94,4,4,4.81E5,1,1,3,,39087,Thalassiosira_weissflogii_0171368876
133,383,Thalassiosira_weissflogii_0203399774,28.74,4,4,9.76E4,1,1,1,,21739,Thalassiosira_weissflogii_0203399774
170,405,Thalassiosira_weissflogii_0201806646,28.68,1,1,7.86E4,1,1,1,,73591,Thalassiosira_weissflogii_0201806646
209,531,Thalassiosira_weissflogii_0203198712,28.57,2,2,5.37E4,1,1,2,,68427,Thalassiosira_weissflogii_0203198712
209,530,Thalassiosira_weissflogii_0201768692,28.57,2,2,5.37E4,1,1,2,,68136,Thalassiosira_weissflogii_0201768692
305,556,Thalassiosira_weissflogii_0203505014,27.85,2,2,6.2E4,1,1,1,Carbamidomethylation,38156,Thalassiosira_weissflogii_0203505014
305,619,Thalassiosira_weissflogii_0201800228,27.85,3,3,6.2E4,1,1,1,Carbamidomethylation,29854,Thalassiosira_weissflogii_0201800228
305,620,Thalassiosira_weissflogii_0203350294,27.85,3,3,6.2E4,1,1,1,Carbamidomethylation,30901,Thalassiosira_weissflogii_0203350294
305,621,Thalassiosira_weissflogii_0203627548,27.85,3,3,6.2E4,1,1,1,Carbamidomethylation,33393,Thalassiosira_weissflogii_0203627548
203,519,tr|A0A089VP49|A0A089VP49_THAWE,27.68,5,5,2.43E4,1,1,1,,21131,ATP synthase subunit delta  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpD PE=3 SV=1
216,515,Thalassiosira_weissflogii_0203248768,27.67,2,2,8.22E4,1,1,1,,56795,Thalassiosira_weissflogii_0203248768
189,591,Thalassiosira_weissflogii_0203600174,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,62353,Thalassiosira_weissflogii_0203600174
189,39071,Thalassiosira_weissflogii_0203474000,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,64680,Thalassiosira_weissflogii_0203474000
189,39072,Thalassiosira_weissflogii_0203505518,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,74830,Thalassiosira_weissflogii_0203505518
189,39074,Thalassiosira_weissflogii_0203135564,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,80315,Thalassiosira_weissflogii_0203135564
189,39070,Thalassiosira_weissflogii_0203167028,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,62822,Thalassiosira_weissflogii_0203167028
189,21057,Thalassiosira_weissflogii_0201799288,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,66719,Thalassiosira_weissflogii_0201799288
189,592,Thalassiosira_weissflogii_0203443334,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,69167,Thalassiosira_weissflogii_0203443334
189,21061,Thalassiosira_weissflogii_0203477882,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,78048,Thalassiosira_weissflogii_0203477882
189,21062,Thalassiosira_weissflogii_0203412530,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,77884,Thalassiosira_weissflogii_0203412530
189,39073,Thalassiosira_weissflogii_0203259614,27.57,2,2,2.97E4,1,1,1,Carbamidomethylation,78761,Thalassiosira_weissflogii_0203259614
189,39075,Thalassiosira_weissflogii_0203380658,27.57,1,1,2.97E4,1,1,1,Carbamidomethylation,80986,Thalassiosira_weissflogii_0203380658
189,39076,Thalassiosira_weissflogii_0203506334,27.57,1,1,2.97E4,1,1,1,Carbamidomethylation,93240,Thalassiosira_weissflogii_0203506334
189,39077,Thalassiosira_weissflogii_0203565922,27.57,1,1,2.97E4,1,1,1,Carbamidomethylation,94496,Thalassiosira_weissflogii_0203565922
162,743,Thalassiosira_weissflogii_0203136790,27.46,1,1,4.31E4,1,1,1,,176605,Thalassiosira_weissflogii_0203136790
162,60609,Thalassiosira_weissflogii_0203443470,27.46,0,0,4.31E4,1,1,1,,190370,Thalassiosira_weissflogii_0203443470
162,60618,Thalassiosira_weissflogii_0203104276,27.46,0,0,4.31E4,1,1,1,,190734,Thalassiosira_weissflogii_0203104276
177,534,Thalassiosira_weissflogii_0201799728,26.63,1,1,8.89E4,1,1,2,Carbamidomethylation,110574,Thalassiosira_weissflogii_0201799728
177,535,Thalassiosira_weissflogii_0203263024,26.63,1,1,8.89E4,1,1,2,Carbamidomethylation,111902,Thalassiosira_weissflogii_0203263024
177,537,Thalassiosira_weissflogii_0203323482,26.63,1,1,8.89E4,1,1,2,Carbamidomethylation,109686,Thalassiosira_weissflogii_0203323482
167,579,Thalassiosira_weissflogii_0203185932,26.04,1,1,5.45E4,1,1,3,,106951,Thalassiosira_weissflogii_0203185932
115,610,Thalassiosira_weissflogii_0171361636,25.70,6,6,2.33E5,1,1,4,,13270,Thalassiosira_weissflogii_0171361636
360,641,Thalassiosira_weissflogii_0201789896,25.32,5,5,2.59E4,1,1,1,,31317,Thalassiosira_weissflogii_0201789896
237,541,Thalassiosira_weissflogii_0203229624,25.00,0,0,1.91E4,1,1,1,,403817,Thalassiosira_weissflogii_0203229624
237,538,Thalassiosira_weissflogii_0201860816,25.00,0,0,1.91E4,1,1,1,,351340,Thalassiosira_weissflogii_0201860816
237,539,Thalassiosira_weissflogii_0201799732,25.00,0,0,1.91E4,1,1,1,,357356,Thalassiosira_weissflogii_0201799732
237,540,Thalassiosira_weissflogii_0203536222,25.00,0,0,1.91E4,1,1,1,,397659,Thalassiosira_weissflogii_0203536222
237,542,Thalassiosira_weissflogii_0203445070,25.00,0,0,1.91E4,1,1,1,,411546,Thalassiosira_weissflogii_0203445070
146,545,Thalassiosira_weissflogii_0203260116,23.49,1,1,8.59E6,1,1,3,,110444,Thalassiosira_weissflogii_0203260116
146,622,Thalassiosira_weissflogii_0203170252,23.49,1,1,8.59E6,1,1,3,,98090,Thalassiosira_weissflogii_0203170252
146,553,Thalassiosira_weissflogii_0203320024,23.49,1,1,8.59E6,1,1,3,,101421,Thalassiosira_weissflogii_0203320024
146,624,Thalassiosira_weissflogii_0201831700,23.49,1,1,8.59E6,1,1,3,,103072,Thalassiosira_weissflogii_0201831700
146,554,Thalassiosira_weissflogii_0203566136,23.49,1,1,8.59E6,1,1,3,,104617,Thalassiosira_weissflogii_0203566136
146,555,Thalassiosira_weissflogii_0203213352,23.49,1,1,8.59E6,1,1,3,,104237,Thalassiosira_weissflogii_0203213352
146,626,Thalassiosira_weissflogii_0203537698,23.49,1,1,8.59E6,1,1,3,,108381,Thalassiosira_weissflogii_0203537698
146,631,Thalassiosira_weissflogii_0171385140,23.49,1,1,8.59E6,1,1,3,,114756,Thalassiosira_weissflogii_0171385140
146,632,Thalassiosira_weissflogii_0171449312,23.49,1,1,8.59E6,1,1,3,,114674,Thalassiosira_weissflogii_0171449312
146,633,Thalassiosira_weissflogii_0203138000,23.49,1,1,8.59E6,1,1,3,,117042,Thalassiosira_weissflogii_0203138000
146,576,Thalassiosira_weissflogii_0201862932,23.49,1,1,8.59E6,1,1,3,,118383,Thalassiosira_weissflogii_0201862932
229,546,Thalassiosira_weissflogii_0203290190,23.44,2,2,3.6E4,1,1,1,,49261,Thalassiosira_weissflogii_0203290190
229,663,Thalassiosira_weissflogii_0171355390,23.44,2,2,3.6E4,1,1,1,,49260,Thalassiosira_weissflogii_0171355390
160,612,Thalassiosira_weissflogii_0171353836,22.89,1,1,8.01E4,1,1,1,,129997,Thalassiosira_weissflogii_0171353836
160,593,Thalassiosira_weissflogii_0171446834,22.89,1,1,8.01E4,1,1,1,,139160,Thalassiosira_weissflogii_0171446834
131,644,Thalassiosira_weissflogii_0203277612,22.70,19,19,7.05E5,1,1,2,,5756,Thalassiosira_weissflogii_0203277612
169,616,Thalassiosira_weissflogii_0203216890,22.58,4,4,2.85E5,1,1,3,,29550,Thalassiosira_weissflogii_0203216890
218,567,Thalassiosira_weissflogii_0203566088,22.43,3,3,4.02E4,1,1,1,,41926,Thalassiosira_weissflogii_0203566088
361,39126,Thalassiosira_weissflogii_0201757792,22.32,2,2,4.58E4,1,1,1,Carbamidomethylation,35074,Thalassiosira_weissflogii_0201757792
361,39361,Thalassiosira_weissflogii_0203483662,22.32,2,2,4.58E4,1,1,1,Carbamidomethylation,35620,Thalassiosira_weissflogii_0203483662
364,646,Thalassiosira_weissflogii_0171360430,22.28,3,3,2.32E4,1,1,1,,28468,Thalassiosira_weissflogii_0171360430
197,511,Thalassiosira_weissflogii_0203245572,22.20,3,3,1.09E5,1,1,1,Carbamidomethylation,39916,Thalassiosira_weissflogii_0203245572
392,666,Thalassiosira_weissflogii_0201848490,22.11,3,3,3.58E4,1,1,1,,28327,Thalassiosira_weissflogii_0201848490
214,645,tr|A0A089VIN2|A0A089VIN2_THAWE,21.88,15,15,2.97E4,1,1,1,,7470,Photosystem I reaction center subunit IV OS=Thalassiosira weissflogii OX=1577725 GN=psaE PE=3 SV=1
214,677,Thalassiosira_weissflogii_0203164374,21.88,20,20,2.97E4,1,1,1,,5413,Thalassiosira_weissflogii_0203164374
363,145403,Thalassiosira_weissflogii_0201793292,21.74,4,4,6.86E4,1,1,1,,18095,Thalassiosira_weissflogii_0201793292
243,481,Thalassiosira_weissflogii_0203106122,21.60,3,3,1.03E5,1,1,1,,37724,Thalassiosira_weissflogii_0203106122
217,783,Thalassiosira_weissflogii_0171447852,21.39,0,0,1.05E5,1,1,1,,159631,Thalassiosira_weissflogii_0171447852
396,145719,Thalassiosira_weissflogii_0201769420,21.17,3,3,0E0,1,1,1,,47229,Thalassiosira_weissflogii_0201769420
393,640,Thalassiosira_weissflogii_0203301004,21.08,1,1,4.63E4,1,1,1,,79025,Thalassiosira_weissflogii_0203301004
238,479,Thalassiosira_weissflogii_0203289692,20.92,1,1,1.64E4,1,1,1,Carbamidomethylation,122740,Thalassiosira_weissflogii_0203289692
238,480,Thalassiosira_weissflogii_0203261026,20.92,1,1,1.64E4,1,1,1,Carbamidomethylation,123193,Thalassiosira_weissflogii_0203261026
307,145411,Thalassiosira_weissflogii_0203443226,20.86,1,1,1.02E5,1,1,1,,92474,Thalassiosira_weissflogii_0203443226
307,1162,Thalassiosira_weissflogii_0171353926,20.86,0,0,1.02E5,1,1,1,,280917,Thalassiosira_weissflogii_0171353926
252,1022,Thalassiosira_weissflogii_0171425196,20.76,3,3,6.86E4,1,1,1,Carbamidomethylation,31736,Thalassiosira_weissflogii_0171425196
252,1023,Thalassiosira_weissflogii_0203276752,20.76,3,3,6.86E4,1,1,1,Carbamidomethylation,31848,Thalassiosira_weissflogii_0203276752
326,837,Thalassiosira_weissflogii_0171413520,20.19,2,2,5.84E3,1,1,1,,39753,Thalassiosira_weissflogii_0171413520
326,839,Thalassiosira_weissflogii_0171356998,20.19,1,1,5.84E3,1,1,1,,99554,Thalassiosira_weissflogii_0171356998
326,841,Thalassiosira_weissflogii_0171447586,20.19,1,1,5.84E3,1,1,1,,103451,Thalassiosira_weissflogii_0171447586
341,145601,Thalassiosira_weissflogii_0203384154,20.17,1,1,7.07E6,1,1,1,,59728,Thalassiosira_weissflogii_0203384154
279,755,Thalassiosira_weissflogii_0171357522,20.14,1,1,6.98E4,1,1,1,,107646,Thalassiosira_weissflogii_0171357522
