Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 323_T2_trypsin,Area 323_T2_trypsin,#Peptides,#Unique,#Spec 323_T2_trypsin,PTM,Avg. Mass,Description
114,39114,Thalassiosira_weissflogii_0203613760,68.10,14,14,2.26E5,1,1,2,,11493,Thalassiosira_weissflogii_0203613760
96,9276,Thalassiosira_weissflogii_0201768374,66.82,5,5,1.73E5,2,2,2,,32815,Thalassiosira_weissflogii_0201768374
156,39118,Thalassiosira_weissflogii_0203183002,66.68,8,8,4.32E5,2,2,3,Carbamidomethylation,36908,Thalassiosira_weissflogii_0203183002
156,39119,Thalassiosira_weissflogii_0201786012,66.68,8,8,4.32E5,2,2,3,Carbamidomethylation,38393,Thalassiosira_weissflogii_0201786012
118,903,Thalassiosira_weissflogii_0203407640,66.48,6,6,3.94E5,2,2,3,,43350,Thalassiosira_weissflogii_0203407640
162,349,Thalassiosira_weissflogii_0171393296,66.30,4,4,3.49E5,2,2,3,,68578,Thalassiosira_weissflogii_0171393296
108,39158,Thalassiosira_weissflogii_0171329804,65.87,6,6,2.62E6,1,1,3,,18537,Thalassiosira_weissflogii_0171329804
176,139,Thalassiosira_weissflogii_0203258698,64.92,3,3,3.46E5,2,2,2,Carbamidomethylation,67143,Thalassiosira_weissflogii_0203258698
106,1073,Thalassiosira_weissflogii_0203176104,64.79,3,3,6.85E4,1,1,1,,36010,Thalassiosira_weissflogii_0203176104
106,1074,Thalassiosira_weissflogii_0203395622,64.79,3,3,6.85E4,1,1,1,,37003,Thalassiosira_weissflogii_0203395622
122,427,Thalassiosira_weissflogii_0171368876,64.58,7,7,4.14E5,2,2,2,,39087,Thalassiosira_weissflogii_0171368876
107,39138,Thalassiosira_weissflogii_0171336756,64.46,15,15,1.52E6,2,2,3,,16521,Thalassiosira_weissflogii_0171336756
107,39139,Thalassiosira_weissflogii_0171368712,64.46,15,15,1.52E6,2,2,3,,16575,Thalassiosira_weissflogii_0171368712
107,39140,Thalassiosira_weissflogii_0171434410,64.46,15,15,1.52E6,2,2,3,,16759,Thalassiosira_weissflogii_0171434410
107,39141,Thalassiosira_weissflogii_0203397466,64.46,15,15,1.52E6,2,2,3,,16828,Thalassiosira_weissflogii_0203397466
107,39142,Thalassiosira_weissflogii_0201835990,64.46,15,15,1.52E6,2,2,3,,16858,Thalassiosira_weissflogii_0201835990
107,39143,Thalassiosira_weissflogii_0203448400,64.46,15,15,1.52E6,2,2,3,,16936,Thalassiosira_weissflogii_0203448400
183,469,Thalassiosira_weissflogii_0203352472,63.93,0,0,3.06E4,1,1,1,,326722,Thalassiosira_weissflogii_0203352472
126,278,Thalassiosira_weissflogii_0171380628,63.83,15,15,,1,0,1,,7294,Thalassiosira_weissflogii_0171380628
128,333,Thalassiosira_weissflogii_0203381698,63.63,3,3,2.35E5,2,2,2,Carbamidomethylation,84878,Thalassiosira_weissflogii_0203381698
128,334,Thalassiosira_weissflogii_0203445568,63.63,3,3,2.35E5,2,2,2,Carbamidomethylation,87157,Thalassiosira_weissflogii_0203445568
128,335,Thalassiosira_weissflogii_0201799320,63.63,3,3,2.35E5,2,2,2,Carbamidomethylation,104874,Thalassiosira_weissflogii_0201799320
128,336,Thalassiosira_weissflogii_0203321014,63.63,2,2,2.35E5,2,2,2,Carbamidomethylation,107703,Thalassiosira_weissflogii_0203321014
128,337,Thalassiosira_weissflogii_0203475168,63.63,2,2,2.35E5,2,2,2,Carbamidomethylation,110799,Thalassiosira_weissflogii_0203475168
128,338,Thalassiosira_weissflogii_0203506230,63.63,2,2,2.35E5,2,2,2,Carbamidomethylation,117499,Thalassiosira_weissflogii_0203506230
121,22816,Thalassiosira_weissflogii_0171369240,63.35,17,17,1.32E6,2,2,4,Carbamidomethylation,12382,Thalassiosira_weissflogii_0171369240
230,31,tr|A0A089VIJ5|A0A089VIJ5_THAWE,63.06,2,2,3.13E5,1,1,2,Carbamidomethylation,81999,Photosystem I P700 chlorophyll a apoprotein A2 OS=Thalassiosira weissflogii OX=1577725 GN=psaB PE=3 SV=1
127,39104,Thalassiosira_weissflogii_0203479218,63.06,2,2,1.6E5,2,2,3,Carbamidomethylation,53480,Thalassiosira_weissflogii_0203479218
193,435,Thalassiosira_weissflogii_0203249050,62.88,7,7,1.16E5,4,2,4,Carbamidomethylation,47983,Thalassiosira_weissflogii_0203249050
119,39145,Thalassiosira_weissflogii_0171407120,62.58,8,8,5.49E5,1,1,1,,12608,Thalassiosira_weissflogii_0171407120
144,39128,Thalassiosira_weissflogii_0203079806,62.55,2,2,1.12E5,1,1,1,,41010,Thalassiosira_weissflogii_0203079806
124,400,Thalassiosira_weissflogii_0203627780,62.52,1,1,,1,0,1,,88187,Thalassiosira_weissflogii_0203627780
124,399,Thalassiosira_weissflogii_0203322276,62.52,1,1,,1,0,1,,89046,Thalassiosira_weissflogii_0203322276
139,3108,Thalassiosira_weissflogii_0203311800,61.68,6,6,7.18E5,3,3,6,,46404,Thalassiosira_weissflogii_0203311800
153,39126,Thalassiosira_weissflogii_0201757792,61.43,3,3,5.35E5,1,1,3,Carbamidomethylation,35074,Thalassiosira_weissflogii_0201757792
191,39156,Thalassiosira_weissflogii_0203319140,61.38,3,3,7.44E4,1,1,1,Carbamidomethylation,43864,Thalassiosira_weissflogii_0203319140
190,283,Thalassiosira_weissflogii_0203386184,60.79,9,9,3.74E5,2,2,4,Oxidation (M),21385,Thalassiosira_weissflogii_0203386184
155,117,Thalassiosira_weissflogii_0171446648,60.72,6,6,1.79E6,4,4,5,Carbamidomethylation,62997,Thalassiosira_weissflogii_0171446648
155,118,Thalassiosira_weissflogii_0171415682,60.72,5,5,1.79E6,4,4,5,Carbamidomethylation,64409,Thalassiosira_weissflogii_0171415682
155,113,Thalassiosira_weissflogii_0203198508,60.72,6,6,1.79E6,4,4,5,Carbamidomethylation,59252,Thalassiosira_weissflogii_0203198508
155,114,Thalassiosira_weissflogii_0203137132,60.72,6,6,1.79E6,4,4,5,Carbamidomethylation,62088,Thalassiosira_weissflogii_0203137132
155,115,Thalassiosira_weissflogii_0203168594,60.72,6,6,1.79E6,4,4,5,Carbamidomethylation,62573,Thalassiosira_weissflogii_0203168594
155,116,Thalassiosira_weissflogii_0203105640,60.72,6,6,1.79E6,4,4,5,Carbamidomethylation,62658,Thalassiosira_weissflogii_0203105640
155,123,Thalassiosira_weissflogii_0201769678,60.72,4,4,1.79E6,4,4,5,Carbamidomethylation,80603,Thalassiosira_weissflogii_0201769678
155,124,Thalassiosira_weissflogii_0203474176,60.72,4,4,1.79E6,4,4,5,Carbamidomethylation,88647,Thalassiosira_weissflogii_0203474176
102,171,Thalassiosira_weissflogii_0203172154,59.89,3,3,3.4E5,2,1,2,,59067,Thalassiosira_weissflogii_0203172154
163,272,Thalassiosira_weissflogii_0201828982,59.82,7,7,9.27E5,3,3,3,,51037,Thalassiosira_weissflogii_0201828982
163,273,Thalassiosira_weissflogii_0201801470,59.82,7,7,9.27E5,3,3,3,,54899,Thalassiosira_weissflogii_0201801470
163,271,Thalassiosira_weissflogii_0171334830,59.82,8,8,9.27E5,3,3,3,,46966,Thalassiosira_weissflogii_0171334830
74,386,Thalassiosira_weissflogii_0203397068,59.48,10,10,7.51E5,1,1,6,Oxidation (M),14970,Thalassiosira_weissflogii_0203397068
104,281,Thalassiosira_weissflogii_0201827616,59.33,1,1,1.54E4,1,1,1,,62612,Thalassiosira_weissflogii_0201827616
112,26751,Thalassiosira_weissflogii_0203628552,59.09,4,4,9.06E5,1,1,1,,21293,Thalassiosira_weissflogii_0203628552
112,26741,Thalassiosira_weissflogii_0203335504,59.09,6,6,9.06E5,1,1,1,,15223,Thalassiosira_weissflogii_0203335504
112,26750,Thalassiosira_weissflogii_0203138488,59.09,4,4,9.06E5,1,1,1,,21483,Thalassiosira_weissflogii_0203138488
100,143,Thalassiosira_weissflogii_0203358160,58.98,5,5,1.03E6,1,1,2,,21786,Thalassiosira_weissflogii_0203358160
148,426,Thalassiosira_weissflogii_0203122474,58.78,1,1,4.75E5,1,1,1,,114920,Thalassiosira_weissflogii_0203122474
113,39103,Thalassiosira_weissflogii_0203140972,58.07,7,7,1.21E5,2,1,3,Carbamidomethylation,25984,Thalassiosira_weissflogii_0203140972
129,39108,Thalassiosira_weissflogii_0171372482,57.88,4,4,2.13E4,1,1,2,,35580,Thalassiosira_weissflogii_0171372482
146,39125,Thalassiosira_weissflogii_0201808416,57.51,4,4,1.54E5,2,2,5,,50570,Thalassiosira_weissflogii_0201808416
232,39115,Thalassiosira_weissflogii_0203090354,57.34,5,5,6.24E5,1,1,2,,30001,Thalassiosira_weissflogii_0203090354
167,381,Thalassiosira_weissflogii_0171415738,57.00,2,2,4.87E5,2,2,2,,68100,Thalassiosira_weissflogii_0171415738
145,806,Thalassiosira_weissflogii_0203245854,56.14,2,2,1.45E5,1,1,2,,35926,Thalassiosira_weissflogii_0203245854
145,804,Thalassiosira_weissflogii_0171388408,56.14,2,2,1.45E5,1,1,2,,37015,Thalassiosira_weissflogii_0171388408
145,768,Thalassiosira_weissflogii_0203538068,56.14,1,1,1.45E5,1,1,2,,74993,Thalassiosira_weissflogii_0203538068
145,809,Thalassiosira_weissflogii_0203320688,56.14,1,1,1.45E5,1,1,2,,59753,Thalassiosira_weissflogii_0203320688
280,39146,Thalassiosira_weissflogii_0203477356,55.26,3,3,2.44E5,2,2,3,Carbamidomethylation,61281,Thalassiosira_weissflogii_0203477356
280,39147,Thalassiosira_weissflogii_0203353274,55.26,3,3,2.44E5,2,2,3,Carbamidomethylation,61463,Thalassiosira_weissflogii_0203353274
280,39144,Thalassiosira_weissflogii_0203383964,55.26,3,3,2.44E5,2,2,3,Carbamidomethylation,74954,Thalassiosira_weissflogii_0203383964
280,39148,Thalassiosira_weissflogii_0203632302,55.26,3,3,2.44E5,2,2,3,Carbamidomethylation,72052,Thalassiosira_weissflogii_0203632302
280,39149,Thalassiosira_weissflogii_0171356274,55.26,2,2,2.44E5,2,2,3,Carbamidomethylation,100462,Thalassiosira_weissflogii_0171356274
280,39150,Thalassiosira_weissflogii_0203168354,55.26,2,2,2.44E5,2,2,3,Carbamidomethylation,102505,Thalassiosira_weissflogii_0203168354
159,39157,Thalassiosira_weissflogii_0203519424,55.15,2,2,1.29E6,2,2,3,,88436,Thalassiosira_weissflogii_0203519424
105,39105,Thalassiosira_weissflogii_0203294658,55.06,6,6,2.9E5,1,1,1,,17535,Thalassiosira_weissflogii_0203294658
135,392,Thalassiosira_weissflogii_0171385242,54.31,2,2,6.85E5,1,1,2,,74276,Thalassiosira_weissflogii_0171385242
135,393,Thalassiosira_weissflogii_0203599302,54.31,2,2,6.85E5,1,1,2,,74659,Thalassiosira_weissflogii_0203599302
135,394,Thalassiosira_weissflogii_0201770288,54.31,2,2,6.85E5,1,1,2,,74792,Thalassiosira_weissflogii_0201770288
140,39111,Thalassiosira_weissflogii_0203363640,54.25,3,3,8.89E3,1,1,1,,30994,Thalassiosira_weissflogii_0203363640
140,39112,Thalassiosira_weissflogii_0201836810,54.25,3,3,8.89E3,1,1,1,,31352,Thalassiosira_weissflogii_0201836810
140,39113,Thalassiosira_weissflogii_0203277698,54.25,4,4,8.89E3,1,1,1,,26841,Thalassiosira_weissflogii_0203277698
133,444,Thalassiosira_weissflogii_0203386088,53.51,2,2,,1,0,1,,36066,Thalassiosira_weissflogii_0203386088
184,4691,Thalassiosira_weissflogii_0203230902,53.08,1,1,5.78E3,1,1,1,,120829,Thalassiosira_weissflogii_0203230902
184,3054,Thalassiosira_weissflogii_0171447308,53.08,1,1,5.78E3,1,1,1,,139363,Thalassiosira_weissflogii_0171447308
184,3052,Thalassiosira_weissflogii_0203505328,53.08,1,1,5.78E3,1,1,1,,138494,Thalassiosira_weissflogii_0203505328
184,3053,Thalassiosira_weissflogii_0171385350,53.08,1,1,5.78E3,1,1,1,,138690,Thalassiosira_weissflogii_0171385350
184,3055,Thalassiosira_weissflogii_0203350902,53.08,1,1,5.78E3,1,1,1,,140796,Thalassiosira_weissflogii_0203350902
184,3057,Thalassiosira_weissflogii_0201860766,53.08,1,1,5.78E3,1,1,1,,144992,Thalassiosira_weissflogii_0201860766
184,3058,Thalassiosira_weissflogii_0203319670,53.08,1,1,5.78E3,1,1,1,,151048,Thalassiosira_weissflogii_0203319670
184,3059,Thalassiosira_weissflogii_0203135946,53.08,1,1,5.78E3,1,1,1,,152703,Thalassiosira_weissflogii_0203135946
184,3060,Thalassiosira_weissflogii_0203200254,53.08,1,1,5.78E3,1,1,1,,153962,Thalassiosira_weissflogii_0203200254
184,39169,Thalassiosira_weissflogii_0203474240,53.08,3,3,5.78E3,1,1,1,,52673,Thalassiosira_weissflogii_0203474240
174,156,Thalassiosira_weissflogii_0171418338,52.84,9,9,4.24E5,2,2,2,,21099,Thalassiosira_weissflogii_0171418338
160,39131,Thalassiosira_weissflogii_0203353046,52.80,1,1,,1,0,1,,75140,Thalassiosira_weissflogii_0203353046
223,2738,Thalassiosira_weissflogii_0171328100,52.65,3,3,7.15E4,1,1,1,,47158,Thalassiosira_weissflogii_0171328100
173,602,tr|A0A089X914|A0A089X914_THAWE,52.31,9,9,5.21E5,2,2,3,,20849,ATP synthase subunit b  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpF PE=3 SV=1
218,39129,Thalassiosira_weissflogii_0203145968,52.03,2,2,1.17E5,1,1,1,,49775,Thalassiosira_weissflogii_0203145968
164,82,Thalassiosira_weissflogii_0203217746,51.26,2,2,2.55E4,1,1,1,,74246,Thalassiosira_weissflogii_0203217746
110,39120,Thalassiosira_weissflogii_0201846194,50.57,6,6,1.01E5,1,1,2,,21179,Thalassiosira_weissflogii_0201846194
110,39121,Thalassiosira_weissflogii_0203178168,50.57,6,6,1.01E5,1,1,2,,21571,Thalassiosira_weissflogii_0203178168
110,39122,Thalassiosira_weissflogii_0171411736,50.57,6,6,1.01E5,1,1,2,,22169,Thalassiosira_weissflogii_0171411736
110,39123,Thalassiosira_weissflogii_0203156718,50.57,6,6,1.01E5,1,1,2,,22547,Thalassiosira_weissflogii_0203156718
110,39124,Thalassiosira_weissflogii_0203374984,50.57,6,6,1.01E5,1,1,2,,22401,Thalassiosira_weissflogii_0203374984
204,39182,Thalassiosira_weissflogii_0203179192,50.55,6,6,4.14E5,1,1,4,,19304,Thalassiosira_weissflogii_0203179192
219,738,Thalassiosira_weissflogii_0203483484,50.54,3,3,,1,0,1,,32328,Thalassiosira_weissflogii_0203483484
219,739,Thalassiosira_weissflogii_0203602530,50.54,3,3,,1,0,1,,32559,Thalassiosira_weissflogii_0203602530
219,740,Thalassiosira_weissflogii_0203334866,50.54,3,3,,1,0,1,,32578,Thalassiosira_weissflogii_0203334866
217,868,Thalassiosira_weissflogii_0201745822,50.37,1,1,1.8E4,1,1,1,Carbamidomethylation,96074,Thalassiosira_weissflogii_0201745822
152,39151,Thalassiosira_weissflogii_0203359996,50.13,1,1,7.36E4,1,1,1,Carbamidomethylation,122373,Thalassiosira_weissflogii_0203359996
188,696,Thalassiosira_weissflogii_0203362160,49.81,3,3,4.25E5,1,1,2,Carbamidomethylation,27040,Thalassiosira_weissflogii_0203362160
199,39132,Thalassiosira_weissflogii_0203217024,49.39,1,1,1.91E5,1,1,1,Carbamidomethylation,69908,Thalassiosira_weissflogii_0203217024
186,9603,Thalassiosira_weissflogii_0203108634,49.11,1,1,2.83E5,1,1,1,,62461,Thalassiosira_weissflogii_0203108634
186,9614,Thalassiosira_weissflogii_0201801436,49.11,1,1,2.83E5,1,1,1,,70760,Thalassiosira_weissflogii_0201801436
186,9615,Thalassiosira_weissflogii_0203168964,49.11,1,1,2.83E5,1,1,1,,71146,Thalassiosira_weissflogii_0203168964
203,150,Thalassiosira_weissflogii_0171394290,49.01,1,1,2.52E5,1,1,1,Carbamidomethylation,111652,Thalassiosira_weissflogii_0171394290
215,539,Thalassiosira_weissflogii_0201799732,48.91,1,1,1.04E5,2,2,2,,357356,Thalassiosira_weissflogii_0201799732
215,540,Thalassiosira_weissflogii_0203536222,48.91,1,1,1.04E5,2,2,2,,397659,Thalassiosira_weissflogii_0203536222
166,39172,Thalassiosira_weissflogii_0203087650,48.73,3,3,3.93E5,1,1,3,,19871,Thalassiosira_weissflogii_0203087650
166,39173,Thalassiosira_weissflogii_0171341222,48.73,3,3,3.93E5,1,1,3,,20143,Thalassiosira_weissflogii_0171341222
166,39174,Thalassiosira_weissflogii_0203564698,48.73,3,3,3.93E5,1,1,3,,20355,Thalassiosira_weissflogii_0203564698
157,634,Thalassiosira_weissflogii_0203273400,48.47,6,6,1.3E6,2,1,6,Carbamidomethylation,25096,Thalassiosira_weissflogii_0203273400
157,625,Thalassiosira_weissflogii_0203522088,48.47,6,6,1.3E6,2,1,6,Carbamidomethylation,26794,Thalassiosira_weissflogii_0203522088
157,635,Thalassiosira_weissflogii_0201778388,48.47,6,6,1.3E6,2,1,6,Carbamidomethylation,26716,Thalassiosira_weissflogii_0201778388
134,320,Thalassiosira_weissflogii_0171415522,48.31,1,1,,1,0,1,,62225,Thalassiosira_weissflogii_0171415522
134,321,Thalassiosira_weissflogii_0203258542,48.31,1,1,,1,0,1,,67655,Thalassiosira_weissflogii_0203258542
182,39225,Thalassiosira_weissflogii_0201804746,47.66,4,4,3.21E5,2,2,3,,27828,Thalassiosira_weissflogii_0201804746
275,23293,Thalassiosira_weissflogii_0201829582,47.07,4,4,4.32E4,1,1,1,,31067,Thalassiosira_weissflogii_0201829582
275,39177,Thalassiosira_weissflogii_0203474614,47.07,3,3,4.32E4,1,1,1,,32490,Thalassiosira_weissflogii_0203474614
194,39133,Thalassiosira_weissflogii_0203541284,46.59,1,1,1.33E5,1,1,1,,72043,Thalassiosira_weissflogii_0203541284
254,108,Thalassiosira_weissflogii_0201746798,46.49,2,2,4.05E5,2,2,2,Carbamidomethylation,93086,Thalassiosira_weissflogii_0201746798
169,311,Thalassiosira_weissflogii_0201805882,46.19,4,4,7.87E4,1,1,1,,25794,Thalassiosira_weissflogii_0201805882
170,39135,Thalassiosira_weissflogii_0203216570,46.16,0,0,,0,0,0,,23028,Thalassiosira_weissflogii_0203216570
235,457,Thalassiosira_weissflogii_0203545546,45.85,6,6,5.28E4,1,1,1,,30926,Thalassiosira_weissflogii_0203545546
185,23960,Thalassiosira_weissflogii_0203584498,45.68,1,1,,1,0,3,,113051,Thalassiosira_weissflogii_0203584498
142,418,Thalassiosira_weissflogii_0203210378,44.87,0,0,,0,0,0,,9393,Thalassiosira_weissflogii_0203210378
131,39356,Thalassiosira_weissflogii_0203350654,44.84,0,0,,0,0,0,,24020,Thalassiosira_weissflogii_0203350654
131,39353,Thalassiosira_weissflogii_0203229676,44.84,0,0,,0,0,0,,24216,Thalassiosira_weissflogii_0203229676
179,39161,Thalassiosira_weissflogii_0203368566,44.39,4,4,,1,0,2,Carbamidomethylation,17270,Thalassiosira_weissflogii_0203368566
296,39265,Thalassiosira_weissflogii_0171390124,43.86,2,2,1.75E5,1,1,2,,36568,Thalassiosira_weissflogii_0171390124
187,301,Thalassiosira_weissflogii_0203150356,43.84,4,4,3.67E5,1,1,2,,26581,Thalassiosira_weissflogii_0203150356
187,302,Thalassiosira_weissflogii_0171390886,43.84,4,4,3.67E5,1,1,2,,26616,Thalassiosira_weissflogii_0171390886
132,450,Thalassiosira_weissflogii_0203104108,43.81,9,9,9.04E5,2,2,3,,12050,Thalassiosira_weissflogii_0203104108
201,39279,Thalassiosira_weissflogii_0171421372,43.73,9,9,2.04E5,1,1,1,,13387,Thalassiosira_weissflogii_0171421372
178,644,Thalassiosira_weissflogii_0203277612,43.58,19,19,2.37E6,1,1,4,,5756,Thalassiosira_weissflogii_0203277612
251,365,Thalassiosira_weissflogii_0203539084,43.28,2,2,1.48E5,1,1,1,,62824,Thalassiosira_weissflogii_0203539084
251,360,Thalassiosira_weissflogii_0203596466,43.28,2,2,1.48E5,1,1,1,,62636,Thalassiosira_weissflogii_0203596466
251,364,Thalassiosira_weissflogii_0201836018,43.28,2,2,1.48E5,1,1,1,,60265,Thalassiosira_weissflogii_0201836018
251,371,Thalassiosira_weissflogii_0203628010,43.28,2,2,1.48E5,1,1,1,,63645,Thalassiosira_weissflogii_0203628010
251,475,Thalassiosira_weissflogii_0203413642,43.28,2,2,1.48E5,1,1,1,,70166,Thalassiosira_weissflogii_0203413642
251,373,Thalassiosira_weissflogii_0171447174,43.28,2,2,1.48E5,1,1,1,,53956,Thalassiosira_weissflogii_0171447174
251,374,Thalassiosira_weissflogii_0203288878,43.28,2,2,1.48E5,1,1,1,,56312,Thalassiosira_weissflogii_0203288878
251,366,Thalassiosira_weissflogii_0203443106,43.28,2,2,1.48E5,1,1,1,,62824,Thalassiosira_weissflogii_0203443106
311,609,Thalassiosira_weissflogii_0203168302,43.25,1,1,2.71E4,1,1,1,,187089,Thalassiosira_weissflogii_0203168302
274,705,Thalassiosira_weissflogii_0203352244,43.17,0,0,1.38E5,1,1,1,,396314,Thalassiosira_weissflogii_0203352244
158,245,Thalassiosira_weissflogii_0201836064,43.01,5,5,6.87E5,1,1,1,Oxidation (M),21456,Thalassiosira_weissflogii_0201836064
158,246,Thalassiosira_weissflogii_0203294152,43.01,4,4,6.87E5,1,1,1,Oxidation (M),21811,Thalassiosira_weissflogii_0203294152
158,247,Thalassiosira_weissflogii_0171420522,43.01,4,4,6.87E5,1,1,1,Oxidation (M),21783,Thalassiosira_weissflogii_0171420522
192,822,Thalassiosira_weissflogii_0203332052,42.97,3,3,4.66E4,1,1,1,,28559,Thalassiosira_weissflogii_0203332052
372,1925,Thalassiosira_weissflogii_0203389058,42.77,4,4,1.04E5,1,1,1,,27835,Thalassiosira_weissflogii_0203389058
154,39288,Thalassiosira_weissflogii_0203349376,42.63,5,5,2.75E6,2,2,4,,15679,Thalassiosira_weissflogii_0203349376
154,39289,Thalassiosira_weissflogii_0201756690,42.63,5,5,2.75E6,2,2,4,,15983,Thalassiosira_weissflogii_0201756690
281,20784,Thalassiosira_weissflogii_0203505222,42.39,3,3,2.22E4,1,1,1,,43978,Thalassiosira_weissflogii_0203505222
281,20785,Thalassiosira_weissflogii_0203443340,42.39,3,3,2.22E4,1,1,1,,46089,Thalassiosira_weissflogii_0203443340
172,39154,Thalassiosira_weissflogii_0203507348,42.12,2,2,6.75E4,1,1,1,,43607,Thalassiosira_weissflogii_0203507348
172,39155,Thalassiosira_weissflogii_0171348256,42.12,2,2,6.75E4,1,1,1,,48509,Thalassiosira_weissflogii_0171348256
172,39153,Thalassiosira_weissflogii_0201847440,42.12,2,2,6.75E4,1,1,1,,48578,Thalassiosira_weissflogii_0201847440
165,534,Thalassiosira_weissflogii_0201799728,42.04,1,1,5.38E4,1,1,1,Carbamidomethylation,110574,Thalassiosira_weissflogii_0201799728
165,535,Thalassiosira_weissflogii_0203263024,42.04,1,1,5.38E4,1,1,1,Carbamidomethylation,111902,Thalassiosira_weissflogii_0203263024
165,537,Thalassiosira_weissflogii_0203323482,42.04,1,1,5.38E4,1,1,1,Carbamidomethylation,109686,Thalassiosira_weissflogii_0203323482
286,39159,Thalassiosira_weissflogii_0203334868,41.96,4,4,9.65E4,1,1,2,Carbamidomethylation,37806,Thalassiosira_weissflogii_0203334868
286,39160,Thalassiosira_weissflogii_0171419232,41.96,4,4,9.65E4,1,1,2,Carbamidomethylation,39130,Thalassiosira_weissflogii_0171419232
233,627,Thalassiosira_weissflogii_0203137944,41.94,0,0,,0,0,0,,40120,Thalassiosira_weissflogii_0203137944
233,628,Thalassiosira_weissflogii_0203174736,41.94,0,0,,0,0,0,,41763,Thalassiosira_weissflogii_0203174736
233,630,Thalassiosira_weissflogii_0203351304,41.94,0,0,,0,0,0,,44458,Thalassiosira_weissflogii_0203351304
147,39206,tr|A0A089VQH8|A0A089VQH8_THAWE,41.90,10,10,1.7E6,1,1,2,,9559,50S ribosomal protein L29  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=rpl29 PE=3 SV=1
256,39200,Thalassiosira_weissflogii_0201811320,41.81,1,1,3.61E4,1,1,1,,176332,Thalassiosira_weissflogii_0201811320
150,10023,Thalassiosira_weissflogii_0203233740,41.75,0,0,,0,0,0,,39435,Thalassiosira_weissflogii_0203233740
150,10033,Thalassiosira_weissflogii_0203474270,41.75,0,0,,0,0,0,,46436,Thalassiosira_weissflogii_0203474270
150,10037,Thalassiosira_weissflogii_0171415580,41.75,0,0,,0,0,0,,50192,Thalassiosira_weissflogii_0171415580
171,39130,Thalassiosira_weissflogii_0203392864,41.64,0,0,,0,0,0,,51201,Thalassiosira_weissflogii_0203392864
189,22760,Thalassiosira_weissflogii_0171366698,41.57,0,0,,0,0,0,,79460,Thalassiosira_weissflogii_0171366698
189,22758,Thalassiosira_weissflogii_0203247592,41.57,0,0,,0,0,0,,76275,Thalassiosira_weissflogii_0203247592
198,39322,Thalassiosira_weissflogii_0203145312,41.56,0,0,,0,0,0,,38988,Thalassiosira_weissflogii_0203145312
269,39184,Thalassiosira_weissflogii_0203140510,41.44,2,2,6.5E5,1,1,2,,57387,Thalassiosira_weissflogii_0203140510
269,39185,Thalassiosira_weissflogii_0171386104,41.44,1,1,6.5E5,1,1,2,,67757,Thalassiosira_weissflogii_0171386104
269,39181,Thalassiosira_weissflogii_0203382560,41.44,1,1,6.5E5,1,1,2,,68301,Thalassiosira_weissflogii_0203382560
269,39190,Thalassiosira_weissflogii_0203171318,41.44,1,1,6.5E5,1,1,2,,62580,Thalassiosira_weissflogii_0203171318
177,212,Thalassiosira_weissflogii_0203627594,41.42,1,1,3.55E5,1,1,1,Carbamidomethylation,53619,Thalassiosira_weissflogii_0203627594
177,213,Thalassiosira_weissflogii_0203261572,41.42,1,1,3.55E5,1,1,1,Carbamidomethylation,53659,Thalassiosira_weissflogii_0203261572
276,255,Thalassiosira_weissflogii_0203082924,41.24,4,4,1.77E4,1,1,1,,28271,Thalassiosira_weissflogii_0203082924
237,102,Thalassiosira_weissflogii_0171367858,41.10,3,3,1.99E5,1,1,1,Carbamidomethylation,31347,Thalassiosira_weissflogii_0171367858
295,39269,Thalassiosira_weissflogii_0201858796,40.94,4,4,1.32E5,1,1,1,,27751,Thalassiosira_weissflogii_0201858796
288,329,Thalassiosira_weissflogii_0203258534,40.91,3,3,1.69E5,1,1,2,,32139,Thalassiosira_weissflogii_0203258534
288,328,Thalassiosira_weissflogii_0201828998,40.91,3,3,1.69E5,1,1,2,,31962,Thalassiosira_weissflogii_0201828998
288,330,Thalassiosira_weissflogii_0203319126,40.91,3,3,1.69E5,1,1,2,,32488,Thalassiosira_weissflogii_0203319126
288,331,Thalassiosira_weissflogii_0171384392,40.91,3,3,1.69E5,1,1,2,,32813,Thalassiosira_weissflogii_0171384392
288,332,Thalassiosira_weissflogii_0203628274,40.91,3,3,1.69E5,1,1,2,,33235,Thalassiosira_weissflogii_0203628274
197,250,Thalassiosira_weissflogii_0201773748,40.66,0,0,,0,0,0,,74468,Thalassiosira_weissflogii_0201773748
244,792,Thalassiosira_weissflogii_0203516754,40.56,12,12,3.4E4,2,1,2,,15610,Thalassiosira_weissflogii_0203516754
244,793,Thalassiosira_weissflogii_0203175358,40.56,10,10,3.4E4,2,1,2,,17485,Thalassiosira_weissflogii_0203175358
244,794,Thalassiosira_weissflogii_0201842888,40.56,10,10,3.4E4,2,1,2,,17712,Thalassiosira_weissflogii_0201842888
244,795,Thalassiosira_weissflogii_0203350314,40.56,10,10,3.4E4,2,1,2,,17821,Thalassiosira_weissflogii_0203350314
244,796,Thalassiosira_weissflogii_0171384348,40.56,9,9,3.4E4,2,1,2,,20512,Thalassiosira_weissflogii_0171384348
263,6400,Thalassiosira_weissflogii_0201743346,40.54,0,0,,0,0,0,,107208,Thalassiosira_weissflogii_0201743346
