Names	total	elements
		Thalassiosira_weissflogii_0203293074
		Thalassiosira_weissflogii_0171411610
		Thalassiosira_weissflogii_0203092164
		Thalassiosira_weissflogii_0203090108
		Thalassiosira_weissflogii_0201833722
		Thalassiosira_weissflogii_0203148408
		Thalassiosira_weissflogii_0203417438
		Thalassiosira_weissflogii_0203581178
		Thalassiosira_weissflogii_0203089078
		Thalassiosira_weissflogii_0201770378
		Thalassiosira_weissflogii_0201850774
		Thalassiosira_weissflogii_0203526276
		Thalassiosira_weissflogii_0203268494
		Thalassiosira_weissflogii_0171422518
		Thalassiosira_weissflogii_0201834442
		Thalassiosira_weissflogii_0203247986
		Thalassiosira_weissflogii_0203181712
		Thalassiosira_weissflogii_0171361086
		Thalassiosira_weissflogii_0203591952
		Thalassiosira_weissflogii_0203306608
		Thalassiosira_weissflogii_0203079840
		Thalassiosira_weissflogii_0201781938
		Thalassiosira_weissflogii_0203505258
		Thalassiosira_weissflogii_0201751786
		Thalassiosira_weissflogii_0201832832
		Thalassiosira_weissflogii_0203292102
		Thalassiosira_weissflogii_0203544990
		Thalassiosira_weissflogii_0203507768
		Thalassiosira_weissflogii_0203552732
		Thalassiosira_weissflogii_0203307680
		Thalassiosira_weissflogii_0203597034
		Thalassiosira_weissflogii_0201831054
		Thalassiosira_weissflogii_0203265046
		Thalassiosira_weissflogii_0171383900
		Thalassiosira_weissflogii_0203149430
		Thalassiosira_weissflogii_0171358958
		Thalassiosira_weissflogii_0201774312
		Thalassiosira_weissflogii_0203210562
		Thalassiosira_weissflogii_0171393428
		Thalassiosira_weissflogii_0203298220
		Thalassiosira_weissflogii_0171385398
		Thalassiosira_weissflogii_0201847928
		Thalassiosira_weissflogii_0171358104
		Thalassiosira_weissflogii_0203092274
		Thalassiosira_weissflogii_0203164374
		Thalassiosira_weissflogii_0203477104
		Thalassiosira_weissflogii_0203260390
